iteracion,T,magnetizacion,n
265000,4.000001,-0.015137,64
270000,4.000001,0.000000,64
275000,4.000001,0.005859,64
280000,4.000001,0.012207,64
285000,4.000001,-0.005859,64
290000,4.000001,0.020996,64
295000,4.000001,-0.016602,64
300000,4.000001,-0.009766,64
305000,4.000001,0.028320,64
310000,4.000001,0.006348,64
315000,4.000001,-0.012207,64
320000,4.000001,0.008789,64
325000,4.000001,-0.003906,64
330000,4.000001,-0.019043,64
335000,4.000001,-0.012695,64
340000,4.000001,0.002441,64
345000,4.000001,-0.000977,64
350000,4.000001,0.014160,64
355000,4.000001,0.013184,64
360000,4.000001,0.006836,64
365000,4.000001,0.015625,64
370000,4.000001,0.008789,64
375000,4.000001,0.007812,64
380000,4.000001,0.008301,64
385000,4.000001,-0.007324,64
390000,4.000001,-0.001953,64
395000,4.000001,0.020020,64
400000,4.000001,0.005859,64
405000,4.000001,0.029297,64
410000,4.000001,0.011719,64
415000,4.000001,-0.014160,64
420000,4.000001,-0.005859,64
425000,4.000001,0.005371,64
430000,4.000001,-0.009766,64
435000,4.000001,0.024414,64
440000,4.000001,0.003418,64
445000,4.000001,-0.014160,64
450000,4.000001,-0.012207,64
455000,4.000001,-0.007812,64
460000,4.000001,-0.023926,64
465000,4.000001,-0.005371,64
470000,4.000001,0.018066,64
475000,4.000001,-0.002441,64
480000,4.000001,0.013184,64
485000,4.000001,0.027344,64
490000,4.000001,0.010742,64
495000,4.000001,-0.017578,64
500000,4.000001,0.005371,64
505000,4.000001,-0.011719,64
510000,4.000001,-0.012207,64
515000,4.000001,-0.008789,64
520000,4.000001,0.020020,64
525000,4.000001,0.014648,64
530000,4.000001,-0.007324,64
535000,4.000001,-0.024902,64
540000,4.000001,-0.010742,64
545000,4.000001,-0.004395,64
550000,4.000001,-0.017090,64
555000,4.000001,0.002441,64
560000,4.000001,0.010742,64
565000,4.000001,0.014160,64
570000,4.000001,-0.002930,64
575000,4.000001,0.018066,64
580000,4.000001,-0.007324,64
585000,4.000001,0.008301,64
590000,4.000001,-0.013184,64
595000,4.000001,-0.023438,64
600000,4.000001,0.018066,64
605000,4.000001,0.003418,64
610000,4.000001,-0.017090,64
615000,4.000001,-0.026367,64
620000,4.000001,-0.006348,64
625000,4.000001,0.000977,64
630000,4.000001,0.004395,64
635000,4.000001,-0.003418,64
640000,4.000001,0.012695,64
645000,4.000001,0.011719,64
650000,4.000001,0.008789,64
655000,4.000001,0.021484,64
660000,4.000001,0.001465,64
665000,4.000001,-0.009766,64
670000,4.000001,0.002930,64
675000,4.000001,-0.005859,64
680000,4.000001,-0.009277,64
685000,4.000001,-0.007812,64
690000,4.000001,-0.009277,64
695000,4.000001,0.000488,64
700000,4.000001,-0.005371,64
705000,4.000001,-0.026367,64
710000,4.000001,-0.002441,64
715000,4.000001,0.006836,64
720000,4.000001,0.003418,64
725000,4.000001,0.012695,64
730000,4.000001,0.015137,64
735000,4.000001,-0.005371,64
740000,4.000001,0.002930,64
745000,4.000001,0.024902,64
750000,4.000001,0.001953,64
755000,4.000001,0.001953,64
760000,4.000001,0.010742,64
765000,4.000001,-0.004395,64
770000,4.000001,-0.001465,64
775000,4.000001,-0.004883,64
780000,4.000001,0.018066,64
785000,4.000001,-0.001953,64
790000,4.000001,0.006836,64
795000,4.000001,-0.011719,64
800000,4.000001,0.022949,64
805000,4.000001,0.005859,64
810000,4.000001,0.011719,64
815000,4.000001,-0.008789,64
820000,4.000001,-0.003418,64
825000,4.000001,0.006836,64
830000,4.000001,-0.014648,64
835000,4.000001,-0.010742,64
840000,4.000001,0.016113,64
845000,4.000001,-0.017090,64
850000,4.000001,0.018066,64
855000,4.000001,0.026367,64
860000,4.000001,0.012207,64
865000,4.000001,0.009766,64
870000,4.000001,-0.003418,64
875000,4.000001,-0.000488,64
880000,4.000001,0.004883,64
885000,4.000001,0.012695,64
890000,4.000001,-0.015137,64
895000,4.000001,-0.018066,64
900000,4.000001,0.010742,64
905000,4.000001,0.006836,64
910000,4.000001,0.018066,64
915000,4.000001,-0.015625,64
920000,4.000001,-0.006836,64
925000,4.000001,0.000000,64
930000,4.000001,-0.006836,64
935000,4.000001,-0.010254,64
940000,4.000001,-0.021484,64
945000,4.000001,-0.011230,64
950000,4.000001,0.006836,64
955000,4.000001,-0.013672,64
960000,4.000001,-0.005371,64
965000,4.000001,0.000488,64
970000,4.000001,-0.004883,64
975000,4.000001,0.024902,64
980000,4.000001,-0.006348,64
985000,4.000001,0.041992,64
990000,4.000001,-0.010742,64
995000,4.000001,-0.011719,64
1000000,4.000001,0.016602,64
1005000,4.000001,0.026855,64
1010000,4.000001,0.010742,64
1015000,4.000001,0.002441,64
1020000,4.000001,-0.005859,64
1025000,4.000001,0.009766,64
1030000,4.000001,-0.016602,64
1035000,4.000001,-0.013672,64
1040000,4.000001,-0.010742,64
1045000,4.000001,0.015137,64
1050000,4.000001,-0.011230,64
1055000,4.000001,-0.005371,64
1060000,4.000001,0.015625,64
1065000,4.000001,0.027832,64
1070000,4.000001,0.016113,64
1075000,4.000001,0.005859,64
1080000,4.000001,-0.007324,64
1085000,4.000001,0.001953,64
1090000,4.000001,0.002930,64
1095000,4.000001,-0.008301,64
1100000,4.000001,-0.011230,64
1105000,4.000001,0.006836,64
1110000,4.000001,0.000000,64
1115000,4.000001,-0.026367,64
1120000,4.000001,-0.004395,64
1125000,4.000001,0.005859,64
1130000,4.000001,0.005859,64
1135000,4.000001,0.009766,64
1140000,4.000001,-0.018555,64
1145000,4.000001,-0.011719,64
1150000,4.000001,0.005859,64
1155000,4.000001,0.024414,64
1160000,4.000001,-0.020996,64
1165000,4.000001,0.007324,64
1170000,4.000001,0.005859,64
1175000,4.000001,0.012207,64
1180000,4.000001,-0.009766,64
1185000,4.000001,-0.010254,64
1190000,4.000001,-0.016113,64
1195000,4.000001,-0.019043,64
1200000,4.000001,-0.001953,64
1205000,4.000001,-0.000488,64
1210000,4.000001,0.019531,64
1215000,4.000001,0.000977,64
1220000,4.000001,-0.021973,64
1225000,4.000001,-0.012695,64
1230000,4.000001,-0.006836,64
1235000,4.000001,0.026367,64
1240000,4.000001,0.010254,64
1245000,4.000001,-0.001953,64
1250000,4.000001,0.008789,64
1255000,4.000001,-0.019531,64
1260000,4.000001,-0.005859,64
1265000,4.000001,0.009766,64
1270000,4.000001,-0.000488,64
1275000,4.000001,0.012695,64
1280000,4.000001,-0.026367,64
1285000,4.000001,-0.028320,64
1290000,4.000001,-0.017090,64
1295000,4.000001,0.000977,64
1300000,4.000001,-0.000488,64
1305000,4.000001,-0.009766,64
1310000,4.000001,0.004883,64
1315000,4.000001,-0.001953,64
1320000,4.000001,-0.005371,64
1325000,4.000001,-0.017578,64
1330000,4.000001,0.008789,64
1335000,4.000001,-0.008301,64
1340000,4.000001,0.002441,64
1345000,4.000001,0.004883,64
1350000,4.000001,-0.000488,64
1355000,4.000001,-0.001953,64
1360000,4.000001,-0.001465,64
1365000,4.000001,-0.006836,64
1370000,4.000001,-0.000977,64
1375000,4.000001,-0.002441,64
1380000,4.000001,-0.008789,64
1385000,4.000001,-0.020020,64
1390000,4.000001,-0.014160,64
1395000,4.000001,-0.008301,64
1400000,4.000001,0.008789,64
1405000,4.000001,-0.002441,64
1410000,4.000001,-0.017578,64
1415000,4.000001,0.020020,64
1420000,4.000001,0.027344,64
1425000,4.000001,-0.009766,64
1430000,4.000001,-0.001465,64
1435000,4.000001,-0.015137,64
1440000,4.000001,-0.001953,64
1445000,4.000001,0.000488,64
1450000,4.000001,-0.007812,64
1455000,4.000001,-0.012207,64
1460000,4.000001,-0.009766,64
1465000,4.000001,0.009766,64
1470000,4.000001,0.003906,64
1475000,4.000001,0.014160,64
1480000,4.000001,-0.000488,64
1485000,4.000001,0.016113,64
1490000,4.000001,0.000000,64
1495000,4.000001,0.035156,64
1500000,4.000001,0.014160,64
1505000,4.000001,-0.013672,64
1510000,4.000001,-0.001953,64
1515000,4.000001,-0.011719,64
1520000,4.000001,-0.016602,64
1525000,4.000001,-0.018066,64
1530000,4.000001,-0.001465,64
1535000,4.000001,-0.004395,64
1540000,4.000001,-0.010254,64
1545000,4.000001,0.009766,64
1550000,4.000001,-0.008789,64
1555000,4.000001,0.008301,64
1560000,4.000001,-0.011230,64
1565000,4.000001,0.013184,64
1570000,4.000001,0.000977,64
1575000,4.000001,0.014160,64
1580000,4.000001,-0.010742,64
1585000,4.000001,0.000977,64
1590000,4.000001,-0.014160,64
1595000,4.000001,-0.000977,64
1600000,4.000001,-0.010742,64
1605000,4.000001,-0.032227,64
1610000,4.000001,0.006348,64
1615000,4.000001,0.022461,64
1620000,4.000001,0.007324,64
1625000,4.000001,-0.009277,64
1630000,4.000001,0.015625,64
1635000,4.000001,0.006836,64
1640000,4.000001,0.000977,64
1645000,4.000001,-0.002441,64
1650000,4.000001,0.001465,64
1655000,4.000001,-0.005371,64
1660000,4.000001,0.005371,64
1665000,4.000001,0.023438,64
1670000,4.000001,0.020020,64
1675000,4.000001,-0.004883,64
1680000,4.000001,-0.006348,64
1685000,4.000001,-0.012207,64
1690000,4.000001,-0.012695,64
1695000,4.000001,0.008301,64
1700000,4.000001,0.001465,64
1705000,4.000001,0.002441,64
1710000,4.000001,-0.007324,64
1715000,4.000001,0.003418,64
1720000,4.000001,0.013184,64
1725000,4.000001,0.016113,64
1730000,4.000001,-0.004883,64
1735000,4.000001,0.002441,64
1740000,4.000001,-0.015625,64
1745000,4.000001,0.003418,64
1750000,4.000001,-0.000488,64
1755000,4.000001,-0.003418,64
1760000,4.000001,0.002930,64
1765000,4.000001,-0.014160,64
1770000,4.000001,0.009766,64
1775000,4.000001,-0.004883,64
1780000,4.000001,-0.012207,64
1785000,4.000001,0.012695,64
1790000,4.000001,0.011719,64
1795000,4.000001,-0.008301,64
1800000,4.000001,0.003418,64
1805000,4.000001,0.001465,64
1810000,4.000001,-0.020508,64
1815000,4.000001,-0.023438,64
1820000,4.000001,-0.003418,64
1825000,4.000001,0.009766,64
1830000,4.000001,0.011719,64
1835000,4.000001,-0.013184,64
1840000,4.000001,-0.012207,64
1845000,4.000001,-0.012207,64
1850000,4.000001,0.002930,64
1855000,4.000001,0.003418,64
1860000,4.000001,0.005371,64
1865000,4.000001,-0.008301,64
1870000,4.000001,0.003418,64
1875000,4.000001,-0.003418,64
1880000,4.000001,0.004395,64
1885000,4.000001,0.000000,64
1890000,4.000001,0.007812,64
1895000,4.000001,-0.003906,64
1900000,4.000001,0.002930,64
1905000,4.000001,0.012207,64
1910000,4.000001,0.007324,64
1915000,4.000001,0.013184,64
1920000,4.000001,-0.011719,64
1925000,4.000001,-0.029297,64
1930000,4.000001,0.011230,64
1935000,4.000001,-0.002930,64
1940000,4.000001,-0.008301,64
1945000,4.000001,-0.020996,64
1950000,4.000001,0.009277,64
1955000,4.000001,-0.001465,64
1960000,4.000001,0.018066,64
1965000,4.000001,0.008301,64
1970000,4.000001,-0.004395,64
1975000,4.000001,0.005371,64
1980000,4.000001,-0.005859,64
1985000,4.000001,-0.025879,64
1990000,4.000001,0.005371,64
1995000,4.000001,-0.015625,64
0,3.900001,0.023926,64
5000,3.900001,0.022461,64
10000,3.900001,0.002441,64
15000,3.900001,0.048340,64
20000,3.900001,0.010742,64
25000,3.900001,0.009766,64
30000,3.900001,-0.018555,64
35000,3.900001,-0.022949,64
40000,3.900001,0.010254,64
45000,3.900001,-0.005859,64
50000,3.900001,-0.011719,64
55000,3.900001,0.007812,64
60000,3.900001,-0.001953,64
65000,3.900001,-0.007324,64
70000,3.900001,0.036133,64
75000,3.900001,0.011230,64
80000,3.900001,0.023926,64
85000,3.900001,0.002441,64
90000,3.900001,0.007812,64
95000,3.900001,0.007324,64
100000,3.900001,0.001465,64
105000,3.900001,-0.033203,64
110000,3.900001,0.004395,64
115000,3.900001,0.000488,64
120000,3.900001,-0.001465,64
125000,3.900001,-0.020020,64
130000,3.900001,-0.018555,64
135000,3.900001,-0.003418,64
140000,3.900001,0.011719,64
145000,3.900001,0.002930,64
150000,3.900001,0.001465,64
155000,3.900001,0.024902,64
160000,3.900001,0.022461,64
165000,3.900001,0.006836,64
170000,3.900001,-0.009277,64
175000,3.900001,-0.000488,64
180000,3.900001,-0.002441,64
185000,3.900001,-0.003906,64
190000,3.900001,0.022949,64
195000,3.900001,-0.004395,64
200000,3.900001,-0.005859,64
205000,3.900001,0.020996,64
210000,3.900001,0.015625,64
215000,3.900001,-0.016113,64
220000,3.900001,0.037598,64
225000,3.900001,0.023438,64
230000,3.900001,0.007812,64
235000,3.900001,0.009277,64
240000,3.900001,0.019043,64
245000,3.900001,-0.041992,64
250000,3.900001,-0.015625,64
255000,3.900001,0.009766,64
260000,3.900001,-0.021484,64
265000,3.900001,0.025391,64
270000,3.900001,0.000488,64
275000,3.900001,0.015625,64
280000,3.900001,0.009277,64
285000,3.900001,-0.020996,64
290000,3.900001,0.004395,64
295000,3.900001,-0.006348,64
300000,3.900001,0.016602,64
305000,3.900001,-0.010254,64
310000,3.900001,-0.001465,64
315000,3.900001,-0.007812,64
320000,3.900001,-0.012207,64
325000,3.900001,-0.019531,64
330000,3.900001,0.008301,64
335000,3.900001,0.021484,64
340000,3.900001,0.029785,64
345000,3.900001,0.001465,64
350000,3.900001,0.021484,64
355000,3.900001,-0.006836,64
360000,3.900001,0.011230,64
365000,3.900001,-0.025391,64
370000,3.900001,-0.005371,64
375000,3.900001,0.007812,64
380000,3.900001,-0.005371,64
385000,3.900001,-0.010742,64
390000,3.900001,-0.017090,64
395000,3.900001,-0.015625,64
400000,3.900001,-0.013184,64
405000,3.900001,0.015625,64
410000,3.900001,-0.000977,64
415000,3.900001,-0.000488,64
420000,3.900001,-0.012207,64
425000,3.900001,-0.000488,64
430000,3.900001,-0.014160,64
435000,3.900001,-0.007812,64
440000,3.900001,-0.032227,64
445000,3.900001,-0.009277,64
450000,3.900001,-0.013672,64
455000,3.900001,0.000000,64
460000,3.900001,0.010742,64
465000,3.900001,0.010742,64
470000,3.900001,0.012207,64
475000,3.900001,0.029297,64
480000,3.900001,0.005859,64
485000,3.900001,-0.029297,64
490000,3.900001,-0.015625,64
495000,3.900001,-0.004395,64
500000,3.900001,-0.010254,64
505000,3.900001,-0.002930,64
510000,3.900001,-0.007812,64
515000,3.900001,-0.000488,64
520000,3.900001,0.005371,64
525000,3.900001,0.006836,64
530000,3.900001,-0.004395,64
535000,3.900001,-0.002930,64
540000,3.900001,0.001953,64
545000,3.900001,-0.010742,64
550000,3.900001,-0.022949,64
555000,3.900001,-0.007324,64
560000,3.900001,-0.005371,64
565000,3.900001,0.009766,64
570000,3.900001,-0.004883,64
575000,3.900001,0.015625,64
580000,3.900001,0.007812,64
585000,3.900001,0.000977,64
590000,3.900001,0.007812,64
595000,3.900001,-0.010254,64
600000,3.900001,0.018555,64
605000,3.900001,0.005371,64
610000,3.900001,-0.037598,64
615000,3.900001,0.008301,64
620000,3.900001,-0.011230,64
625000,3.900001,0.010254,64
630000,3.900001,0.021484,64
635000,3.900001,0.004395,64
640000,3.900001,-0.006836,64
645000,3.900001,-0.019531,64
650000,3.900001,0.013672,64
655000,3.900001,0.010254,64
660000,3.900001,0.011719,64
665000,3.900001,0.003906,64
670000,3.900001,0.000000,64
675000,3.900001,-0.004883,64
680000,3.900001,0.015625,64
685000,3.900001,0.007324,64
690000,3.900001,-0.015625,64
695000,3.900001,-0.016113,64
700000,3.900001,0.014160,64
705000,3.900001,0.017090,64
710000,3.900001,0.007812,64
715000,3.900001,0.007324,64
720000,3.900001,0.007324,64
725000,3.900001,0.003418,64
730000,3.900001,-0.004883,64
735000,3.900001,0.023926,64
740000,3.900001,0.010254,64
745000,3.900001,-0.005859,64
750000,3.900001,-0.011719,64
755000,3.900001,-0.041992,64
760000,3.900001,-0.022949,64
765000,3.900001,-0.014160,64
770000,3.900001,-0.023438,64
775000,3.900001,-0.016602,64
780000,3.900001,-0.020020,64
785000,3.900001,0.000977,64
790000,3.900001,-0.010742,64
795000,3.900001,-0.003418,64
800000,3.900001,-0.002441,64
805000,3.900001,-0.009277,64
810000,3.900001,0.009277,64
815000,3.900001,-0.011719,64
820000,3.900001,-0.024414,64
825000,3.900001,0.010254,64
830000,3.900001,0.018066,64
835000,3.900001,0.008301,64
840000,3.900001,0.024414,64
845000,3.900001,0.000488,64
850000,3.900001,-0.003418,64
855000,3.900001,-0.016602,64
860000,3.900001,0.024414,64
865000,3.900001,0.013184,64
870000,3.900001,0.005859,64
875000,3.900001,0.011719,64
880000,3.900001,-0.022949,64
885000,3.900001,0.013184,64
890000,3.900001,0.010254,64
895000,3.900001,0.009766,64
900000,3.900001,-0.008301,64
905000,3.900001,0.013184,64
910000,3.900001,-0.020020,64
915000,3.900001,-0.012695,64
920000,3.900001,0.006348,64
925000,3.900001,0.032715,64
930000,3.900001,0.005371,64
935000,3.900001,0.019043,64
940000,3.900001,-0.004395,64
945000,3.900001,0.020020,64
950000,3.900001,0.004395,64
955000,3.900001,0.001953,64
960000,3.900001,0.015625,64
965000,3.900001,-0.009277,64
970000,3.900001,0.005371,64
975000,3.900001,-0.013672,64
980000,3.900001,0.016113,64
985000,3.900001,0.000000,64
990000,3.900001,0.000488,64
995000,3.900001,0.005859,64
1000000,3.900001,-0.002441,64
1005000,3.900001,-0.011230,64
1010000,3.900001,-0.000488,64
1015000,3.900001,0.016113,64
1020000,3.900001,0.015137,64
1025000,3.900001,-0.010742,64
1030000,3.900001,0.008789,64
1035000,3.900001,-0.016602,64
1040000,3.900001,-0.003906,64
1045000,3.900001,-0.001465,64
1050000,3.900001,0.000977,64
1055000,3.900001,-0.010254,64
1060000,3.900001,-0.021484,64
1065000,3.900001,-0.006348,64
1070000,3.900001,-0.003418,64
1075000,3.900001,0.004395,64
1080000,3.900001,-0.012207,64
1085000,3.900001,-0.012695,64
1090000,3.900001,-0.009277,64
1095000,3.900001,0.004395,64
1100000,3.900001,0.008301,64
1105000,3.900001,0.010254,64
1110000,3.900001,0.024902,64
1115000,3.900001,0.006836,64
1120000,3.900001,0.002930,64
1125000,3.900001,0.007812,64
1130000,3.900001,0.025391,64
1135000,3.900001,-0.002441,64
1140000,3.900001,0.017578,64
1145000,3.900001,0.020508,64
1150000,3.900001,-0.000488,64
1155000,3.900001,-0.010742,64
1160000,3.900001,-0.014648,64
1165000,3.900001,-0.031738,64
1170000,3.900001,-0.005371,64
1175000,3.900001,0.011719,64
1180000,3.900001,0.000000,64
1185000,3.900001,-0.000488,64
1190000,3.900001,0.005371,64
1195000,3.900001,0.016113,64
1200000,3.900001,0.001953,64
1205000,3.900001,0.001465,64
1210000,3.900001,0.008789,64
1215000,3.900001,0.001465,64
1220000,3.900001,-0.031738,64
1225000,3.900001,-0.018066,64
1230000,3.900001,-0.024414,64
1235000,3.900001,0.009277,64
1240000,3.900001,0.005859,64
1245000,3.900001,-0.012695,64
1250000,3.900001,-0.010254,64
1255000,3.900001,-0.007812,64
1260000,3.900001,0.019043,64
1265000,3.900001,-0.011719,64
1270000,3.900001,0.005859,64
1275000,3.900001,0.016602,64
1280000,3.900001,0.023438,64
1285000,3.900001,-0.020996,64
1290000,3.900001,-0.002441,64
1295000,3.900001,0.002930,64
1300000,3.900001,0.020020,64
1305000,3.900001,0.009277,64
1310000,3.900001,-0.015137,64
1315000,3.900001,0.003418,64
1320000,3.900001,0.002930,64
1325000,3.900001,-0.001953,64
1330000,3.900001,0.013184,64
1335000,3.900001,0.036133,64
1340000,3.900001,0.009277,64
1345000,3.900001,0.024414,64
1350000,3.900001,0.024414,64
1355000,3.900001,0.004395,64
1360000,3.900001,-0.003418,64
1365000,3.900001,-0.009277,64
1370000,3.900001,-0.023438,64
1375000,3.900001,0.004883,64
1380000,3.900001,0.011230,64
1385000,3.900001,0.011719,64
1390000,3.900001,-0.004883,64
1395000,3.900001,-0.004395,64
1400000,3.900001,-0.009766,64
1405000,3.900001,-0.001953,64
1410000,3.900001,0.009277,64
1415000,3.900001,-0.003906,64
1420000,3.900001,0.007324,64
1425000,3.900001,-0.006348,64
1430000,3.900001,-0.012207,64
1435000,3.900001,-0.008789,64
1440000,3.900001,-0.005859,64
1445000,3.900001,0.010254,64
1450000,3.900001,-0.013184,64
1455000,3.900001,-0.010742,64
1460000,3.900001,-0.010254,64
1465000,3.900001,-0.013184,64
1470000,3.900001,-0.002441,64
1475000,3.900001,0.007812,64
1480000,3.900001,0.020996,64
1485000,3.900001,-0.016602,64
1490000,3.900001,-0.001465,64
1495000,3.900001,-0.016602,64
1500000,3.900001,0.012695,64
1505000,3.900001,-0.001953,64
1510000,3.900001,-0.012207,64
1515000,3.900001,-0.007324,64
1520000,3.900001,-0.010254,64
1525000,3.900001,-0.037109,64
1530000,3.900001,-0.026367,64
1535000,3.900001,-0.002930,64
1540000,3.900001,0.001953,64
1545000,3.900001,0.015137,64
1550000,3.900001,0.001953,64
1555000,3.900001,-0.008301,64
1560000,3.900001,-0.009277,64
1565000,3.900001,-0.013184,64
1570000,3.900001,-0.008301,64
1575000,3.900001,0.022949,64
1580000,3.900001,0.003418,64
1585000,3.900001,0.018066,64
1590000,3.900001,0.013184,64
1595000,3.900001,0.003906,64
1600000,3.900001,-0.007324,64
1605000,3.900001,0.018066,64
1610000,3.900001,0.006836,64
1615000,3.900001,0.002930,64
1620000,3.900001,0.023926,64
1625000,3.900001,0.003906,64
1630000,3.900001,-0.008301,64
1635000,3.900001,-0.011719,64
1640000,3.900001,0.000000,64
1645000,3.900001,0.012695,64
1650000,3.900001,-0.002930,64
1655000,3.900001,-0.017090,64
1660000,3.900001,-0.011230,64
1665000,3.900001,0.005371,64
1670000,3.900001,-0.006836,64
1675000,3.900001,-0.018555,64
1680000,3.900001,0.000488,64
1685000,3.900001,0.002930,64
1690000,3.900001,-0.012207,64
1695000,3.900001,-0.013672,64
1700000,3.900001,-0.004395,64
1705000,3.900001,-0.010254,64
1710000,3.900001,0.012207,64
1715000,3.900001,-0.004883,64
1720000,3.900001,-0.004883,64
1725000,3.900001,-0.019043,64
1730000,3.900001,0.014160,64
1735000,3.900001,0.011230,64
1740000,3.900001,-0.008301,64
1745000,3.900001,-0.012695,64
1750000,3.900001,-0.005859,64
1755000,3.900001,0.002930,64
1760000,3.900001,0.010742,64
1765000,3.900001,0.003418,64
1770000,3.900001,-0.008301,64
1775000,3.900001,0.013672,64
1780000,3.900001,0.006348,64
1785000,3.900001,-0.027832,64
1790000,3.900001,-0.038574,64
1795000,3.900001,-0.010254,64
1800000,3.900001,0.004395,64
1805000,3.900001,0.001953,64
1810000,3.900001,0.029785,64
1815000,3.900001,0.003906,64
1820000,3.900001,-0.002441,64
1825000,3.900001,-0.013184,64
1830000,3.900001,-0.002441,64
1835000,3.900001,-0.009277,64
1840000,3.900001,0.016113,64
1845000,3.900001,0.010742,64
1850000,3.900001,-0.025879,64
1855000,3.900001,-0.018066,64
1860000,3.900001,0.011230,64
1865000,3.900001,-0.007324,64
1870000,3.900001,-0.006836,64
1875000,3.900001,-0.000977,64
1880000,3.900001,0.010254,64
1885000,3.900001,-0.000977,64
1890000,3.900001,-0.005371,64
1895000,3.900001,0.000000,64
1900000,3.900001,-0.019531,64
1905000,3.900001,0.002441,64
1910000,3.900001,0.000000,64
1915000,3.900001,0.004395,64
1920000,3.900001,0.010742,64
1925000,3.900001,0.015625,64
1930000,3.900001,-0.003906,64
1935000,3.900001,-0.008301,64
1940000,3.900001,-0.004883,64
1945000,3.900001,0.021973,64
1950000,3.900001,-0.002930,64
1955000,3.900001,-0.024414,64
1960000,3.900001,-0.011719,64
1965000,3.900001,-0.014160,64
1970000,3.900001,0.002930,64
1975000,3.900001,0.002930,64
1980000,3.900001,0.008301,64
1985000,3.900001,-0.009277,64
1990000,3.900001,-0.018066,64
1995000,3.900001,0.012695,64
0,3.800001,0.007324,64
5000,3.800001,-0.014648,64
10000,3.800001,-0.027832,64
15000,3.800001,-0.035645,64
20000,3.800001,-0.004395,64
25000,3.800001,0.011719,64
30000,3.800001,0.003906,64
35000,3.800001,0.014160,64
40000,3.800001,0.009277,64
45000,3.800001,-0.007324,64
50000,3.800001,0.022461,64
55000,3.800001,0.009277,64
60000,3.800001,-0.001953,64
65000,3.800001,-0.009766,64
70000,3.800001,0.010742,64
75000,3.800001,0.018555,64
80000,3.800001,-0.008301,64
85000,3.800001,-0.003418,64
90000,3.800001,0.001465,64
95000,3.800001,0.024414,64
100000,3.800001,-0.007324,64
105000,3.800001,0.008301,64
110000,3.800001,-0.004883,64
115000,3.800001,-0.000488,64
120000,3.800001,0.007812,64
125000,3.800001,-0.002930,64
130000,3.800001,-0.004395,64
135000,3.800001,0.005859,64
140000,3.800001,0.007324,64
145000,3.800001,-0.010742,64
150000,3.800001,-0.021484,64
155000,3.800001,0.016113,64
160000,3.800001,-0.002930,64
165000,3.800001,0.019043,64
170000,3.800001,-0.019043,64
175000,3.800001,-0.002441,64
180000,3.800001,-0.006836,64
185000,3.800001,0.002930,64
190000,3.800001,0.000488,64
195000,3.800001,-0.011719,64
200000,3.800001,-0.013184,64
205000,3.800001,0.002441,64
210000,3.800001,0.000000,64
215000,3.800001,-0.017578,64
220000,3.800001,-0.019531,64
225000,3.800001,-0.007324,64
230000,3.800001,0.000000,64
235000,3.800001,0.018555,64
240000,3.800001,-0.012695,64
245000,3.800001,-0.005371,64
250000,3.800001,-0.002441,64
255000,3.800001,-0.008789,64
260000,3.800001,0.026855,64
265000,3.800001,-0.018066,64
270000,3.800001,-0.020508,64
275000,3.800001,-0.015625,64
280000,3.800001,0.002441,64
285000,3.800001,-0.009277,64
290000,3.800001,0.007324,64
295000,3.800001,0.011719,64
300000,3.800001,-0.001465,64
305000,3.800001,-0.017578,64
310000,3.800001,-0.007324,64
315000,3.800001,-0.023926,64
320000,3.800001,-0.015625,64
325000,3.800001,-0.010254,64
330000,3.800001,0.010254,64
335000,3.800001,0.002441,64
340000,3.800001,0.005859,64
345000,3.800001,0.015625,64
350000,3.800001,-0.001465,64
355000,3.800001,-0.027832,64
360000,3.800001,-0.011719,64
365000,3.800001,0.004883,64
370000,3.800001,0.004395,64
375000,3.800001,0.006348,64
380000,3.800001,-0.003418,64
385000,3.800001,-0.017578,64
390000,3.800001,0.000977,64
395000,3.800001,-0.013184,64
400000,3.800001,0.001953,64
405000,3.800001,0.018066,64
410000,3.800001,-0.009766,64
415000,3.800001,-0.007324,64
420000,3.800001,-0.001465,64
425000,3.800001,-0.006836,64
430000,3.800001,0.004395,64
435000,3.800001,-0.009766,64
440000,3.800001,0.005859,64
445000,3.800001,0.001953,64
450000,3.800001,0.022461,64
455000,3.800001,0.009766,64
460000,3.800001,0.008789,64
465000,3.800001,0.018555,64
470000,3.800001,-0.006836,64
475000,3.800001,0.009766,64
480000,3.800001,0.000000,64
485000,3.800001,-0.003906,64
490000,3.800001,0.010742,64
495000,3.800001,0.006348,64
500000,3.800001,-0.019531,64
505000,3.800001,-0.022949,64
510000,3.800001,-0.004883,64
515000,3.800001,-0.011230,64
520000,3.800001,-0.015137,64
525000,3.800001,-0.029785,64
530000,3.800001,-0.016113,64
535000,3.800001,-0.007324,64
540000,3.800001,0.012207,64
545000,3.800001,-0.003906,64
550000,3.800001,-0.000488,64
555000,3.800001,0.003418,64
560000,3.800001,-0.020020,64
565000,3.800001,0.017090,64
570000,3.800001,0.010742,64
575000,3.800001,0.000488,64
580000,3.800001,0.019043,64
585000,3.800001,0.005859,64
590000,3.800001,-0.020996,64
595000,3.800001,-0.015137,64
600000,3.800001,-0.000977,64
605000,3.800001,0.015137,64
610000,3.800001,0.003418,64
615000,3.800001,-0.008301,64
620000,3.800001,-0.004883,64
625000,3.800001,-0.005859,64
630000,3.800001,-0.006836,64
635000,3.800001,0.029297,64
640000,3.800001,0.006348,64
