iteracion,T,energia
290000,4.169981,-52472.000000
300000,4.169981,-52344.000000
310000,4.169981,-52560.000000
320000,4.169981,-52536.000000
330000,4.169981,-52464.000000
340000,4.169981,-52544.000000
350000,4.169981,-52580.000000
360000,4.169981,-52764.000000
370000,4.169981,-52612.000000
380000,4.169981,-52828.000000
390000,4.169981,-52652.000000
400000,4.169981,-52624.000000
410000,4.169981,-52576.000000
420000,4.169981,-52732.000000
430000,4.169981,-52720.000000
440000,4.169981,-52568.000000
450000,4.169981,-52772.000000
460000,4.169981,-52644.000000
470000,4.169981,-52888.000000
480000,4.169981,-52688.000000
490000,4.169981,-52828.000000
500000,4.169981,-53024.000000
510000,4.169981,-52800.000000
520000,4.169981,-52912.000000
530000,4.169981,-52932.000000
540000,4.169981,-52992.000000
550000,4.169981,-52968.000000
560000,4.169981,-53000.000000
570000,4.169981,-52932.000000
580000,4.169981,-52968.000000
590000,4.169981,-53104.000000
600000,4.169981,-53136.000000
610000,4.169981,-52904.000000
620000,4.169981,-52944.000000
630000,4.169981,-53128.000000
640000,4.169981,-53072.000000
650000,4.169981,-52988.000000
660000,4.169981,-53000.000000
670000,4.169981,-53328.000000
680000,4.169981,-53272.000000
690000,4.169981,-53264.000000
700000,4.169981,-53380.000000
710000,4.169981,-53292.000000
720000,4.169981,-53352.000000
730000,4.169981,-53184.000000
740000,4.169981,-53620.000000
750000,4.169981,-53408.000000
760000,4.169981,-53316.000000
770000,4.169981,-53652.000000
780000,4.169981,-53424.000000
790000,4.169981,-53488.000000
800000,4.169981,-53516.000000
810000,4.169981,-53436.000000
820000,4.169981,-53488.000000
830000,4.169981,-53428.000000
840000,4.169981,-53424.000000
850000,4.169981,-53704.000000
860000,4.169981,-53712.000000
870000,4.169981,-53468.000000
880000,4.169981,-53500.000000
890000,4.169981,-53756.000000
900000,4.169981,-53624.000000
910000,4.169981,-53632.000000
920000,4.169981,-53412.000000
930000,4.169981,-53644.000000
940000,4.169981,-53644.000000
950000,4.169981,-53828.000000
960000,4.169981,-53660.000000
970000,4.169981,-53792.000000
980000,4.169981,-53964.000000
990000,4.169981,-54040.000000
0,4.159981,-53668.000000
10000,4.159981,-54012.000000
20000,4.159981,-53780.000000
30000,4.159981,-53932.000000
40000,4.159981,-54024.000000
50000,4.159981,-54000.000000
60000,4.159981,-54056.000000
70000,4.159981,-53956.000000
80000,4.159981,-54188.000000
90000,4.159981,-53908.000000
100000,4.159981,-54144.000000
110000,4.159981,-54176.000000
120000,4.159981,-54148.000000
130000,4.159981,-53984.000000
140000,4.159981,-54136.000000
150000,4.159981,-54228.000000
160000,4.159981,-54144.000000
170000,4.159981,-54304.000000
180000,4.159981,-54120.000000
190000,4.159981,-54224.000000
200000,4.159981,-54208.000000
210000,4.159981,-54376.000000
220000,4.159981,-54448.000000
230000,4.159981,-54476.000000
240000,4.159981,-54424.000000
250000,4.159981,-54436.000000
260000,4.159981,-54464.000000
270000,4.159981,-54532.000000
280000,4.159981,-54496.000000
290000,4.159981,-54508.000000
300000,4.159981,-54380.000000
310000,4.159981,-54600.000000
320000,4.159981,-54340.000000
330000,4.159981,-54464.000000
340000,4.159981,-54656.000000
350000,4.159981,-54764.000000
360000,4.159981,-54744.000000
370000,4.159981,-54624.000000
380000,4.159981,-54660.000000
390000,4.159981,-54736.000000
400000,4.159981,-54892.000000
410000,4.159981,-54948.000000
420000,4.159981,-54708.000000
430000,4.159981,-54924.000000
440000,4.159981,-54896.000000
450000,4.159981,-54916.000000
460000,4.159981,-54908.000000
470000,4.159981,-54992.000000
480000,4.159981,-54880.000000
490000,4.159981,-54936.000000
500000,4.159981,-54960.000000
510000,4.159981,-55032.000000
520000,4.159981,-55152.000000
530000,4.159981,-54912.000000
540000,4.159981,-55056.000000
550000,4.159981,-55012.000000
560000,4.159981,-55080.000000
570000,4.159981,-55052.000000
580000,4.159981,-55112.000000
590000,4.159981,-55016.000000
600000,4.159981,-55168.000000
610000,4.159981,-55060.000000
620000,4.159981,-55280.000000
630000,4.159981,-55320.000000
640000,4.159981,-55328.000000
650000,4.159981,-55360.000000
660000,4.159981,-55280.000000
670000,4.159981,-55152.000000
680000,4.159981,-55488.000000
690000,4.159981,-55432.000000
700000,4.159981,-55716.000000
710000,4.159981,-55308.000000
720000,4.159981,-55452.000000
730000,4.159981,-55400.000000
740000,4.159981,-55612.000000
750000,4.159981,-55368.000000
760000,4.159981,-55452.000000
770000,4.159981,-55516.000000
780000,4.159981,-55568.000000
790000,4.159981,-55588.000000
800000,4.159981,-55636.000000
810000,4.159981,-55776.000000
820000,4.159981,-55756.000000
830000,4.159981,-55804.000000
840000,4.159981,-55812.000000
850000,4.159981,-55904.000000
860000,4.159981,-55792.000000
870000,4.159981,-55816.000000
880000,4.159981,-55752.000000
890000,4.159981,-55920.000000
900000,4.159981,-55740.000000
910000,4.159981,-56032.000000
920000,4.159981,-55984.000000
930000,4.159981,-55944.000000
940000,4.159981,-55872.000000
950000,4.159981,-56072.000000
960000,4.159981,-56020.000000
970000,4.159981,-56040.000000
980000,4.159981,-55972.000000
990000,4.159981,-56288.000000
0,4.149981,-55996.000000
10000,4.149981,-56124.000000
20000,4.149981,-56284.000000
30000,4.149981,-56008.000000
40000,4.149981,-56244.000000
50000,4.149981,-56472.000000
60000,4.149981,-56136.000000
70000,4.149981,-56464.000000
80000,4.149981,-56220.000000
90000,4.149981,-56256.000000
100000,4.149981,-56608.000000
110000,4.149981,-56500.000000
120000,4.149981,-56324.000000
130000,4.149981,-56352.000000
140000,4.149981,-56320.000000
150000,4.149981,-56296.000000
160000,4.149981,-56532.000000
170000,4.149981,-56392.000000
180000,4.149981,-56584.000000
190000,4.149981,-56428.000000
200000,4.149981,-56568.000000
210000,4.149981,-56488.000000
220000,4.149981,-56392.000000
230000,4.149981,-56624.000000
240000,4.149981,-56696.000000
250000,4.149981,-56536.000000
260000,4.149981,-56664.000000
270000,4.149981,-56700.000000
280000,4.149981,-56796.000000
290000,4.149981,-56620.000000
300000,4.149981,-56620.000000
310000,4.149981,-56624.000000
320000,4.149981,-56748.000000
330000,4.149981,-56712.000000
340000,4.149981,-56908.000000
350000,4.149981,-56780.000000
360000,4.149981,-56928.000000
370000,4.149981,-56828.000000
380000,4.149981,-56928.000000
390000,4.149981,-56856.000000
400000,4.149981,-56748.000000
410000,4.149981,-56904.000000
420000,4.149981,-57024.000000
430000,4.149981,-56884.000000
440000,4.149981,-56868.000000
450000,4.149981,-57052.000000
460000,4.149981,-57188.000000
470000,4.149981,-57268.000000
480000,4.149981,-57136.000000
490000,4.149981,-57032.000000
500000,4.149981,-57116.000000
510000,4.149981,-57148.000000
520000,4.149981,-57368.000000
530000,4.149981,-57332.000000
540000,4.149981,-57176.000000
550000,4.149981,-56984.000000
560000,4.149981,-57188.000000
570000,4.149981,-57028.000000
580000,4.149981,-57184.000000
590000,4.149981,-57332.000000
600000,4.149981,-57328.000000
610000,4.149981,-57436.000000
620000,4.149981,-57360.000000
630000,4.149981,-57236.000000
640000,4.149981,-57416.000000
650000,4.149981,-57456.000000
660000,4.149981,-57600.000000
670000,4.149981,-57340.000000
680000,4.149981,-57400.000000
690000,4.149981,-57632.000000
700000,4.149981,-57572.000000
710000,4.149981,-57504.000000
720000,4.149981,-57516.000000
730000,4.149981,-57396.000000
740000,4.149981,-57468.000000
750000,4.149981,-57708.000000
760000,4.149981,-57432.000000
770000,4.149981,-57704.000000
780000,4.149981,-57664.000000
790000,4.149981,-57688.000000
800000,4.149981,-57672.000000
810000,4.149981,-57736.000000
820000,4.149981,-57712.000000
830000,4.149981,-57728.000000
840000,4.149981,-57644.000000
850000,4.149981,-57844.000000
860000,4.149981,-57784.000000
870000,4.149981,-57672.000000
880000,4.149981,-57796.000000
890000,4.149981,-58076.000000
900000,4.149981,-57996.000000
910000,4.149981,-58016.000000
920000,4.149981,-57844.000000
930000,4.149981,-57936.000000
940000,4.149981,-57800.000000
950000,4.149981,-57980.000000
960000,4.149981,-58104.000000
970000,4.149981,-57992.000000
980000,4.149981,-58096.000000
990000,4.149981,-58084.000000
0,4.139980,-58140.000000
10000,4.139980,-58200.000000
20000,4.139980,-58272.000000
30000,4.139980,-58328.000000
40000,4.139980,-58420.000000
50000,4.139980,-58176.000000
60000,4.139980,-58212.000000
70000,4.139980,-58200.000000
80000,4.139980,-58232.000000
90000,4.139980,-58484.000000
100000,4.139980,-58296.000000
110000,4.139980,-58160.000000
120000,4.139980,-58440.000000
130000,4.139980,-58436.000000
140000,4.139980,-58340.000000
150000,4.139980,-58404.000000
160000,4.139980,-58324.000000
170000,4.139980,-58488.000000
180000,4.139980,-58572.000000
190000,4.139980,-58464.000000
200000,4.139980,-58472.000000
210000,4.139980,-58488.000000
220000,4.139980,-58240.000000
230000,4.139980,-58596.000000
240000,4.139980,-58524.000000
250000,4.139980,-58472.000000
260000,4.139980,-58336.000000
270000,4.139980,-58660.000000
280000,4.139980,-58680.000000
290000,4.139980,-58580.000000
300000,4.139980,-58648.000000
310000,4.139980,-58488.000000
320000,4.139980,-58644.000000
330000,4.139980,-58428.000000
340000,4.139980,-58684.000000
350000,4.139980,-58920.000000
360000,4.139980,-58688.000000
370000,4.139980,-58660.000000
380000,4.139980,-58936.000000
390000,4.139980,-58756.000000
400000,4.139980,-59068.000000
410000,4.139980,-58936.000000
420000,4.139980,-59000.000000
430000,4.139980,-58900.000000
440000,4.139980,-58800.000000
450000,4.139980,-58896.000000
460000,4.139980,-58924.000000
470000,4.139980,-58984.000000
480000,4.139980,-58996.000000
490000,4.139980,-59064.000000
500000,4.139980,-59040.000000
510000,4.139980,-59268.000000
520000,4.139980,-59188.000000
530000,4.139980,-59120.000000
540000,4.139980,-58992.000000
550000,4.139980,-59208.000000
560000,4.139980,-59300.000000
570000,4.139980,-59276.000000
580000,4.139980,-59388.000000
590000,4.139980,-59320.000000
600000,4.139980,-59360.000000
610000,4.139980,-59352.000000
620000,4.139980,-59416.000000
630000,4.139980,-59324.000000
640000,4.139980,-59432.000000
650000,4.139980,-59520.000000
660000,4.139980,-59544.000000
670000,4.139980,-59564.000000
680000,4.139980,-59516.000000
690000,4.139980,-59612.000000
700000,4.139980,-59728.000000
710000,4.139980,-59536.000000
720000,4.139980,-59456.000000
730000,4.139980,-59444.000000
740000,4.139980,-59564.000000
750000,4.139980,-59672.000000
760000,4.139980,-59736.000000
770000,4.139980,-59388.000000
780000,4.139980,-59716.000000
790000,4.139980,-59772.000000
800000,4.139980,-59848.000000
810000,4.139980,-59724.000000
820000,4.139980,-59896.000000
830000,4.139980,-59824.000000
840000,4.139980,-59880.000000
850000,4.139980,-60032.000000
860000,4.139980,-59772.000000
870000,4.139980,-59840.000000
880000,4.139980,-59692.000000
890000,4.139980,-59940.000000
900000,4.139980,-59860.000000
910000,4.139980,-60160.000000
920000,4.139980,-59824.000000
930000,4.139980,-60076.000000
940000,4.139980,-59740.000000
950000,4.139980,-60152.000000
960000,4.139980,-59972.000000
970000,4.139980,-60216.000000
980000,4.139980,-60040.000000
990000,4.139980,-60068.000000
0,4.129980,-60136.000000
10000,4.129980,-60220.000000
20000,4.129980,-60272.000000
30000,4.129980,-60184.000000
40000,4.129980,-60184.000000
50000,4.129980,-60268.000000
60000,4.129980,-60392.000000
70000,4.129980,-60104.000000
80000,4.129980,-60284.000000
90000,4.129980,-60160.000000
100000,4.129980,-60268.000000
110000,4.129980,-60264.000000
120000,4.129980,-60396.000000
130000,4.129980,-60612.000000
140000,4.129980,-60276.000000
150000,4.129980,-60372.000000
160000,4.129980,-60452.000000
170000,4.129980,-60428.000000
180000,4.129980,-60404.000000
190000,4.129980,-60580.000000
200000,4.129980,-60460.000000
210000,4.129980,-60560.000000
220000,4.129980,-60600.000000
230000,4.129980,-60436.000000
240000,4.129980,-60712.000000
250000,4.129980,-60624.000000
260000,4.129980,-60624.000000
270000,4.129980,-60680.000000
280000,4.129980,-60760.000000
290000,4.129980,-60656.000000
300000,4.129980,-60780.000000
310000,4.129980,-60652.000000
320000,4.129980,-60700.000000
330000,4.129980,-60560.000000
340000,4.129980,-60856.000000
350000,4.129980,-60684.000000
360000,4.129980,-60904.000000
370000,4.129980,-60836.000000
380000,4.129980,-60776.000000
390000,4.129980,-60604.000000
400000,4.129980,-60768.000000
410000,4.129980,-60848.000000
420000,4.129980,-60888.000000
430000,4.129980,-61004.000000
440000,4.129980,-60888.000000
450000,4.129980,-60900.000000
460000,4.129980,-61004.000000
470000,4.129980,-61020.000000
480000,4.129980,-60860.000000
490000,4.129980,-61044.000000
500000,4.129980,-61036.000000
510000,4.129980,-61100.000000
520000,4.129980,-61056.000000
530000,4.129980,-61388.000000
540000,4.129980,-61244.000000
550000,4.129980,-61240.000000
560000,4.129980,-61280.000000
570000,4.129980,-61244.000000
580000,4.129980,-61228.000000
590000,4.129980,-61148.000000
600000,4.129980,-61388.000000
610000,4.129980,-61328.000000
620000,4.129980,-61172.000000
630000,4.129980,-61420.000000
640000,4.129980,-61404.000000
650000,4.129980,-61412.000000
660000,4.129980,-61536.000000
670000,4.129980,-61540.000000
680000,4.129980,-61396.000000
690000,4.129980,-61400.000000
700000,4.129980,-61364.000000
710000,4.129980,-61440.000000
720000,4.129980,-61644.000000
730000,4.129980,-61564.000000
740000,4.129980,-61448.000000
750000,4.129980,-61604.000000
760000,4.129980,-61496.000000
770000,4.129980,-61796.000000
780000,4.129980,-61652.000000
790000,4.129980,-61644.000000
800000,4.129980,-61592.000000
810000,4.129980,-61660.000000
820000,4.129980,-61580.000000
830000,4.129980,-61560.000000
840000,4.129980,-61704.000000
850000,4.129980,-61816.000000
860000,4.129980,-61864.000000
870000,4.129980,-61844.000000
880000,4.129980,-61644.000000
890000,4.129980,-61656.000000
900000,4.129980,-61872.000000
910000,4.129980,-62048.000000
920000,4.129980,-61816.000000
930000,4.129980,-61884.000000
940000,4.129980,-61880.000000
950000,4.129980,-61788.000000
960000,4.129980,-61884.000000
970000,4.129980,-62076.000000
980000,4.129980,-62008.000000
990000,4.129980,-62080.000000
0,4.119980,-62108.000000
10000,4.119980,-62028.000000
20000,4.119980,-62176.000000
30000,4.119980,-61992.000000
40000,4.119980,-62292.000000
50000,4.119980,-62088.000000
60000,4.119980,-62208.000000
70000,4.119980,-62296.000000
80000,4.119980,-62336.000000
90000,4.119980,-62432.000000
100000,4.119980,-62324.000000
110000,4.119980,-62280.000000
120000,4.119980,-62236.000000
130000,4.119980,-62320.000000
140000,4.119980,-62476.000000
150000,4.119980,-62504.000000
160000,4.119980,-62420.000000
170000,4.119980,-62484.000000
180000,4.119980,-62480.000000
190000,4.119980,-62524.000000
200000,4.119980,-62820.000000
210000,4.119980,-62508.000000
220000,4.119980,-62740.000000
230000,4.119980,-62788.000000
240000,4.119980,-62660.000000
250000,4.119980,-62632.000000
260000,4.119980,-62924.000000
270000,4.119980,-62884.000000
280000,4.119980,-62684.000000
290000,4.119980,-62724.000000
300000,4.119980,-62632.000000
310000,4.119980,-62948.000000
320000,4.119980,-62884.000000
330000,4.119980,-62848.000000
340000,4.119980,-63140.000000
350000,4.119980,-62956.000000
360000,4.119980,-63008.000000
370000,4.119980,-63136.000000
380000,4.119980,-62956.000000
390000,4.119980,-62924.000000
400000,4.119980,-62876.000000
410000,4.119980,-63112.000000
420000,4.119980,-63152.000000
430000,4.119980,-63076.000000
440000,4.119980,-62984.000000
450000,4.119980,-63080.000000
460000,4.119980,-63080.000000
470000,4.119980,-63204.000000
480000,4.119980,-63364.000000
490000,4.119980,-63096.000000
500000,4.119980,-63288.000000
510000,4.119980,-63264.000000
520000,4.119980,-63320.000000
530000,4.119980,-63448.000000
540000,4.119980,-63304.000000
550000,4.119980,-63212.000000
560000,4.119980,-63200.000000
570000,4.119980,-63400.000000
580000,4.119980,-63580.000000
590000,4.119980,-63508.000000
600000,4.119980,-63280.000000
610000,4.119980,-63340.000000
620000,4.119980,-63448.000000
630000,4.119980,-63524.000000
640000,4.119980,-63464.000000
650000,4.119980,-63464.000000
660000,4.119980,-63412.000000
670000,4.119980,-63352.000000
680000,4.119980,-63448.000000
690000,4.119980,-63692.000000
700000,4.119980,-63660.000000
710000,4.119980,-63780.000000
720000,4.119980,-63396.000000
730000,4.119980,-63792.000000
740000,4.119980,-63740.000000
750000,4.119980,-63740.000000
760000,4.119980,-63700.000000
770000,4.119980,-63844.000000
780000,4.119980,-63800.000000
790000,4.119980,-63996.000000
800000,4.119980,-63592.000000
810000,4.119980,-63772.000000
820000,4.119980,-63884.000000
830000,4.119980,-63796.000000
840000,4.119980,-63692.000000
850000,4.119980,-63660.000000
860000,4.119980,-63996.000000
870000,4.119980,-63872.000000
880000,4.119980,-63912.000000
890000,4.119980,-63808.000000
900000,4.119980,-64116.000000
910000,4.119980,-64280.000000
920000,4.119980,-64112.000000
930000,4.119980,-64252.000000
940000,4.119980,-64108.000000
950000,4.119980,-64176.000000
960000,4.119980,-64156.000000
970000,4.119980,-64216.000000
980000,4.119980,-64144.000000
990000,4.119980,-64248.000000
0,4.109980,-64440.000000
10000,4.109980,-64160.000000
20000,4.109980,-64240.000000
30000,4.109980,-64328.000000
40000,4.109980,-64192.000000
50000,4.109980,-64392.000000
60000,4.109980,-64212.000000
70000,4.109980,-64320.000000
80000,4.109980,-64388.000000
90000,4.109980,-64284.000000
100000,4.109980,-64236.000000
110000,4.109980,-64232.000000
120000,4.109980,-64612.000000
130000,4.109980,-64612.000000
140000,4.109980,-64668.000000
150000,4.109980,-64532.000000
160000,4.109980,-64536.000000
170000,4.109980,-64528.000000
180000,4.109980,-64752.000000
190000,4.109980,-64628.000000
200000,4.109980,-64616.000000
210000,4.109980,-64764.000000
220000,4.109980,-64656.000000
230000,4.109980,-64764.000000
240000,4.109980,-64704.000000
250000,4.109980,-64752.000000
260000,4.109980,-64932.000000
270000,4.109980,-64860.000000
280000,4.109980,-64924.000000
290000,4.109980,-64900.000000
300000,4.109980,-64992.000000
310000,4.109980,-65180.000000
320000,4.109980,-64984.000000
330000,4.109980,-64888.000000
340000,4.109980,-65128.000000
350000,4.109980,-65008.000000
360000,4.109980,-65052.000000
370000,4.109980,-65236.000000
380000,4.109980,-65136.000000
390000,4.109980,-65168.000000
400000,4.109980,-65140.000000
410000,4.109980,-65236.000000
420000,4.109980,-65364.000000
430000,4.109980,-65204.000000
440000,4.109980,-65176.000000
450000,4.109980,-65384.000000
460000,4.109980,-65112.000000
470000,4.109980,-65072.000000
480000,4.109980,-65312.000000
490000,4.109980,-65364.000000
500000,4.109980,-65408.000000
510000,4.109980,-65276.000000
520000,4.109980,-65512.000000
530000,4.109980,-65520.000000
540000,4.109980,-65452.000000
550000,4.109980,-65384.000000
560000,4.109980,-65292.000000
570000,4.109980,-65388.000000
580000,4.109980,-65404.000000
590000,4.109980,-65440.000000
600000,4.109980,-65456.000000
610000,4.109980,-65576.000000
620000,4.109980,-65572.000000
630000,4.109980,-65572.000000
640000,4.109980,-65528.000000
650000,4.109980,-65676.000000
660000,4.109980,-65672.000000
670000,4.109980,-65716.000000
680000,4.109980,-65672.000000
690000,4.109980,-65560.000000
700000,4.109980,-65932.000000
710000,4.109980,-66000.000000
720000,4.109980,-65784.000000
730000,4.109980,-65688.000000
740000,4.109980,-65852.000000
750000,4.109980,-66024.000000
760000,4.109980,-65756.000000
770000,4.109980,-65912.000000
780000,4.109980,-65836.000000
790000,4.109980,-65888.000000
800000,4.109980,-65896.000000
810000,4.109980,-65956.000000
820000,4.109980,-65952.000000
830000,4.109980,-65764.000000
840000,4.109980,-66092.000000
850000,4.109980,-65896.000000
860000,4.109980,-65948.000000
870000,4.109980,-65844.000000
880000,4.109980,-65972.000000
890000,4.109980,-66004.000000
900000,4.109980,-66064.000000
910000,4.109980,-66032.000000
920000,4.109980,-66112.000000
930000,4.109980,-66284.000000
940000,4.109980,-66068.000000
950000,4.109980,-66204.000000
960000,4.109980,-66092.000000
970000,4.109980,-66260.000000
980000,4.109980,-66208.000000
990000,4.109980,-66276.000000
0,4.099979,-66140.000000
10000,4.099979,-66248.000000
20000,4.099979,-66424.000000
30000,4.099979,-66240.000000
40000,4.099979,-66084.000000
50000,4.099979,-66256.000000
60000,4.099979,-66368.000000
70000,4.099979,-66476.000000
80000,4.099979,-66464.000000
90000,4.099979,-66428.000000
100000,4.099979,-66540.000000
110000,4.099979,-66296.000000
120000,4.099979,-66400.000000
130000,4.099979,-66440.000000
140000,4.099979,-66532.000000
150000,4.099979,-66620.000000
160000,4.099979,-66464.000000
170000,4.099979,-66620.000000
180000,4.099979,-66736.000000
190000,4.099979,-66664.000000
200000,4.099979,-66592.000000
210000,4.099979,-66528.000000
220000,4.099979,-66440.000000
230000,4.099979,-66608.000000
240000,4.099979,-66640.000000
250000,4.099979,-66632.000000
260000,4.099979,-66760.000000
270000,4.099979,-66580.000000
280000,4.099979,-66696.000000
290000,4.099979,-66876.000000
300000,4.099979,-66804.000000
310000,4.099979,-66832.000000
320000,4.099979,-67044.000000
330000,4.099979,-66824.000000
340000,4.099979,-66932.000000
350000,4.099979,-66844.000000
360000,4.099979,-66920.000000
370000,4.099979,-66988.000000
380000,4.099979,-66768.000000
390000,4.099979,-67216.000000
400000,4.099979,-67228.000000
410000,4.099979,-67192.000000
420000,4.099979,-67136.000000
430000,4.099979,-66864.000000
440000,4.099979,-66984.000000
450000,4.099979,-67148.000000
460000,4.099979,-67220.000000
470000,4.099979,-67220.000000
480000,4.099979,-67184.000000
490000,4.099979,-67104.000000
500000,4.099979,-67072.000000
510000,4.099979,-67176.000000
520000,4.099979,-67292.000000
530000,4.099979,-67020.000000
540000,4.099979,-67308.000000
550000,4.099979,-67376.000000
560000,4.099979,-67576.000000
570000,4.099979,-67428.000000
580000,4.099979,-67464.000000
590000,4.099979,-67572.000000
600000,4.099979,-67460.000000
610000,4.099979,-67268.000000
620000,4.099979,-67300.000000
630000,4.099979,-67672.000000
640000,4.099979,-67668.000000
650000,4.099979,-67524.000000
660000,4.099979,-67392.000000
670000,4.099979,-67440.000000
680000,4.099979,-67408.000000
690000,4.099979,-67336.000000
700000,4.099979,-67552.000000
710000,4.099979,-67588.000000
720000,4.099979,-67500.000000
730000,4.099979,-67568.000000
740000,4.099979,-67752.000000
750000,4.099979,-67776.000000
760000,4.099979,-67612.000000
770000,4.099979,-67640.000000
780000,4.099979,-67688.000000
790000,4.099979,-67876.000000
800000,4.099979,-67816.000000
810000,4.099979,-67936.000000
820000,4.099979,-67976.000000
830000,4.099979,-67988.000000
840000,4.099979,-67784.000000
850000,4.099979,-67884.000000
860000,4.099979,-67760.000000
870000,4.099979,-68036.000000
880000,4.099979,-67784.000000
890000,4.099979,-68104.000000
900000,4.099979,-67920.000000
910000,4.099979,-68144.000000
920000,4.099979,-68040.000000
930000,4.099979,-68168.000000
940000,4.099979,-67940.000000
950000,4.099979,-67988.000000
960000,4.099979,-67984.000000
970000,4.099979,-68052.000000
980000,4.099979,-68040.000000
990000,4.099979,-68072.000000
0,4.089979,-68328.000000
10000,4.089979,-68084.000000
20000,4.089979,-68148.000000
30000,4.089979,-68364.000000
40000,4.089979,-68436.000000
50000,4.089979,-68484.000000
60000,4.089979,-68244.000000
70000,4.089979,-68268.000000
80000,4.089979,-68480.000000
90000,4.089979,-68436.000000
100000,4.089979,-68328.000000
110000,4.089979,-68584.000000
120000,4.089979,-68400.000000
130000,4.089979,-68580.000000
140000,4.089979,-68428.000000
150000,4.089979,-68532.000000
160000,4.089979,-68480.000000
170000,4.089979,-68392.000000
180000,4.089979,-68652.000000
190000,4.089979,-68560.000000
200000,4.089979,-68724.000000
210000,4.089979,-68740.000000
220000,4.089979,-68596.000000
230000,4.089979,-68664.000000
240000,4.089979,-68784.000000
250000,4.089979,-68624.000000
260000,4.089979,-68804.000000
270000,4.089979,-68824.000000
280000,4.089979,-68620.000000
290000,4.089979,-68820.000000
300000,4.089979,-68760.000000
310000,4.089979,-68884.000000
320000,4.089979,-68688.000000
330000,4.089979,-68888.000000
340000,4.089979,-68892.000000
350000,4.089979,-68928.000000
360000,4.089979,-68812.000000
370000,4.089979,-68992.000000
380000,4.089979,-68828.000000
390000,4.089979,-68856.000000
400000,4.089979,-68924.000000
410000,4.089979,-68992.000000
420000,4.089979,-69072.000000
430000,4.089979,-69056.000000
440000,4.089979,-69020.000000
450000,4.089979,-68932.000000
460000,4.089979,-68988.000000
470000,4.089979,-69152.000000
480000,4.089979,-69168.000000
490000,4.089979,-69172.000000
500000,4.089979,-69344.000000
510000,4.089979,-69316.000000
520000,4.089979,-69120.000000
530000,4.089979,-69196.000000
540000,4.089979,-69248.000000
550000,4.089979,-69320.000000
560000,4.089979,-69200.000000
570000,4.089979,-69356.000000
580000,4.089979,-69492.000000
590000,4.089979,-69320.000000
600000,4.089979,-69292.000000
610000,4.089979,-69604.000000
620000,4.089979,-69468.000000
630000,4.089979,-69572.000000
640000,4.089979,-69596.000000
650000,4.089979,-69356.000000
660000,4.089979,-69328.000000
670000,4.089979,-69512.000000
680000,4.089979,-69656.000000
690000,4.089979,-69412.000000
700000,4.089979,-69640.000000
710000,4.089979,-69576.000000
720000,4.089979,-69676.000000
730000,4.089979,-69740.000000
740000,4.089979,-69592.000000
750000,4.089979,-69392.000000
760000,4.089979,-69728.000000
770000,4.089979,-69632.000000
780000,4.089979,-69696.000000
790000,4.089979,-69520.000000
800000,4.089979,-69460.000000
810000,4.089979,-69400.000000
820000,4.089979,-69552.000000
830000,4.089979,-69680.000000
840000,4.089979,-69636.000000
850000,4.089979,-69844.000000
860000,4.089979,-69948.000000
870000,4.089979,-69736.000000
880000,4.089979,-69852.000000
890000,4.089979,-69888.000000
900000,4.089979,-69716.000000
910000,4.089979,-69932.000000
920000,4.089979,-70056.000000
930000,4.089979,-70080.000000
940000,4.089979,-69932.000000
950000,4.089979,-70052.000000
960000,4.089979,-69812.000000
970000,4.089979,-69852.000000
980000,4.089979,-69956.000000
990000,4.089979,-69932.000000
0,4.079979,-69864.000000
10000,4.079979,-69960.000000
20000,4.079979,-69992.000000
30000,4.079979,-69920.000000
40000,4.079979,-70072.000000
50000,4.079979,-69996.000000
60000,4.079979,-70292.000000
70000,4.079979,-70304.000000
80000,4.079979,-70348.000000
90000,4.079979,-70168.000000
100000,4.079979,-70220.000000
110000,4.079979,-70064.000000
120000,4.079979,-70140.000000
130000,4.079979,-70260.000000
140000,4.079979,-70200.000000
150000,4.079979,-70100.000000
160000,4.079979,-70096.000000
170000,4.079979,-70276.000000
180000,4.079979,-70336.000000
190000,4.079979,-70432.000000
200000,4.079979,-70176.000000
210000,4.079979,-70288.000000
220000,4.079979,-70448.000000
230000,4.079979,-70396.000000
240000,4.079979,-70376.000000
250000,4.079979,-70336.000000
260000,4.079979,-70460.000000
270000,4.079979,-70520.000000
280000,4.079979,-70524.000000
290000,4.079979,-70372.000000
300000,4.079979,-70456.000000
310000,4.079979,-70560.000000
320000,4.079979,-70472.000000
330000,4.079979,-70548.000000
340000,4.079979,-70536.000000
350000,4.079979,-70632.000000
360000,4.079979,-70604.000000
370000,4.079979,-70724.000000
380000,4.079979,-70608.000000
390000,4.079979,-70736.000000
400000,4.079979,-70776.000000
410000,4.079979,-70568.000000
420000,4.079979,-70744.000000
430000,4.079979,-70560.000000
440000,4.079979,-70688.000000
450000,4.079979,-70796.000000
460000,4.079979,-70832.000000
470000,4.079979,-70600.000000
480000,4.079979,-70872.000000
490000,4.079979,-70656.000000
500000,4.079979,-70812.000000
510000,4.079979,-70764.000000
520000,4.079979,-71076.000000
530000,4.079979,-70920.000000
540000,4.079979,-71092.000000
550000,4.079979,-71004.000000
560000,4.079979,-70928.000000
570000,4.079979,-70828.000000
580000,4.079979,-71064.000000
590000,4.079979,-71188.000000
600000,4.079979,-71096.000000
610000,4.079979,-71312.000000
