iteracion,T,energia
480000,3.249978,-233092.000000
490000,3.249978,-233260.000000
500000,3.249978,-233208.000000
510000,3.249978,-233064.000000
520000,3.249978,-232944.000000
530000,3.249978,-232964.000000
540000,3.249978,-233072.000000
550000,3.249978,-233244.000000
560000,3.249978,-233184.000000
570000,3.249978,-233284.000000
580000,3.249978,-233172.000000
590000,3.249978,-233280.000000
600000,3.249978,-233312.000000
610000,3.249978,-233308.000000
620000,3.249978,-233276.000000
630000,3.249978,-233352.000000
640000,3.249978,-233492.000000
650000,3.249978,-233344.000000
660000,3.249978,-233540.000000
670000,3.249978,-233556.000000
680000,3.249978,-233564.000000
690000,3.249978,-233648.000000
700000,3.249978,-233488.000000
710000,3.249978,-233488.000000
720000,3.249978,-233580.000000
730000,3.249978,-233432.000000
740000,3.249978,-233348.000000
750000,3.249978,-233500.000000
760000,3.249978,-233528.000000
770000,3.249978,-233516.000000
780000,3.249978,-233604.000000
790000,3.249978,-233508.000000
800000,3.249978,-233536.000000
810000,3.249978,-233764.000000
820000,3.249978,-233712.000000
830000,3.249978,-233636.000000
840000,3.249978,-233680.000000
850000,3.249978,-233884.000000
860000,3.249978,-233656.000000
870000,3.249978,-233720.000000
880000,3.249978,-233928.000000
890000,3.249978,-233752.000000
900000,3.249978,-233692.000000
910000,3.249978,-233944.000000
920000,3.249978,-234060.000000
930000,3.249978,-233852.000000
940000,3.249978,-234008.000000
950000,3.249978,-234032.000000
960000,3.249978,-233904.000000
970000,3.249978,-234012.000000
980000,3.249978,-233904.000000
990000,3.249978,-233924.000000
0,3.239978,-233988.000000
10000,3.239978,-233960.000000
20000,3.239978,-234188.000000
30000,3.239978,-234240.000000
40000,3.239978,-233944.000000
50000,3.239978,-233944.000000
60000,3.239978,-234188.000000
70000,3.239978,-234148.000000
80000,3.239978,-234192.000000
90000,3.239978,-234308.000000
100000,3.239978,-234260.000000
110000,3.239978,-234120.000000
120000,3.239978,-234124.000000
130000,3.239978,-234068.000000
140000,3.239978,-234124.000000
150000,3.239978,-234348.000000
160000,3.239978,-234240.000000
170000,3.239978,-234028.000000
180000,3.239978,-234332.000000
190000,3.239978,-234200.000000
200000,3.239978,-234284.000000
210000,3.239978,-234544.000000
220000,3.239978,-234536.000000
230000,3.239978,-234428.000000
240000,3.239978,-234228.000000
250000,3.239978,-234344.000000
260000,3.239978,-234348.000000
270000,3.239978,-234324.000000
280000,3.239978,-234464.000000
290000,3.239978,-234476.000000
300000,3.239978,-234476.000000
310000,3.239978,-234548.000000
320000,3.239978,-234608.000000
330000,3.239978,-234660.000000
340000,3.239978,-234532.000000
350000,3.239978,-234548.000000
360000,3.239978,-234656.000000
370000,3.239978,-234688.000000
380000,3.239978,-234924.000000
390000,3.239978,-234800.000000
400000,3.239978,-234604.000000
410000,3.239978,-234540.000000
420000,3.239978,-234604.000000
430000,3.239978,-234704.000000
440000,3.239978,-234700.000000
450000,3.239978,-234812.000000
460000,3.239978,-234788.000000
470000,3.239978,-234884.000000
480000,3.239978,-234832.000000
490000,3.239978,-234824.000000
500000,3.239978,-234648.000000
510000,3.239978,-234964.000000
520000,3.239978,-235044.000000
530000,3.239978,-234932.000000
540000,3.239978,-234796.000000
550000,3.239978,-234896.000000
560000,3.239978,-234892.000000
570000,3.239978,-234880.000000
580000,3.239978,-234852.000000
590000,3.239978,-234772.000000
600000,3.239978,-235008.000000
610000,3.239978,-235196.000000
620000,3.239978,-235124.000000
630000,3.239978,-235080.000000
640000,3.239978,-235236.000000
650000,3.239978,-235260.000000
660000,3.239978,-235280.000000
670000,3.239978,-235216.000000
680000,3.239978,-235200.000000
690000,3.239978,-235012.000000
700000,3.239978,-235220.000000
710000,3.239978,-235144.000000
720000,3.239978,-235484.000000
730000,3.239978,-235132.000000
740000,3.239978,-235192.000000
750000,3.239978,-235084.000000
760000,3.239978,-235344.000000
770000,3.239978,-235404.000000
780000,3.239978,-235380.000000
790000,3.239978,-235424.000000
800000,3.239978,-235360.000000
810000,3.239978,-235472.000000
820000,3.239978,-235548.000000
830000,3.239978,-235548.000000
840000,3.239978,-235368.000000
850000,3.239978,-235504.000000
860000,3.239978,-235516.000000
870000,3.239978,-235356.000000
880000,3.239978,-235380.000000
890000,3.239978,-235380.000000
900000,3.239978,-235528.000000
910000,3.239978,-235696.000000
920000,3.239978,-235640.000000
930000,3.239978,-235680.000000
940000,3.239978,-235544.000000
950000,3.239978,-235732.000000
960000,3.239978,-235780.000000
970000,3.239978,-235672.000000
980000,3.239978,-235916.000000
990000,3.239978,-235680.000000
0,3.229978,-235848.000000
10000,3.229978,-235652.000000
20000,3.229978,-235524.000000
30000,3.229978,-235680.000000
40000,3.229978,-235784.000000
50000,3.229978,-236088.000000
60000,3.229978,-235980.000000
70000,3.229978,-235884.000000
80000,3.229978,-236048.000000
90000,3.229978,-235832.000000
100000,3.229978,-236064.000000
110000,3.229978,-235840.000000
120000,3.229978,-235964.000000
130000,3.229978,-235948.000000
140000,3.229978,-235996.000000
150000,3.229978,-236008.000000
160000,3.229978,-236096.000000
170000,3.229978,-236000.000000
180000,3.229978,-235992.000000
190000,3.229978,-235988.000000
200000,3.229978,-236196.000000
210000,3.229978,-236264.000000
220000,3.229978,-236292.000000
230000,3.229978,-236344.000000
240000,3.229978,-236556.000000
250000,3.229978,-236392.000000
260000,3.229978,-236336.000000
270000,3.229978,-236340.000000
280000,3.229978,-236336.000000
290000,3.229978,-236544.000000
300000,3.229978,-236512.000000
310000,3.229978,-236344.000000
320000,3.229978,-236348.000000
330000,3.229978,-236348.000000
340000,3.229978,-236292.000000
350000,3.229978,-236304.000000
360000,3.229978,-236272.000000
370000,3.229978,-236308.000000
380000,3.229978,-236368.000000
390000,3.229978,-236360.000000
400000,3.229978,-236500.000000
410000,3.229978,-236264.000000
420000,3.229978,-236316.000000
430000,3.229978,-236408.000000
440000,3.229978,-236364.000000
450000,3.229978,-236328.000000
460000,3.229978,-236516.000000
470000,3.229978,-236472.000000
480000,3.229978,-236456.000000
490000,3.229978,-236660.000000
500000,3.229978,-236580.000000
510000,3.229978,-236832.000000
520000,3.229978,-236692.000000
530000,3.229978,-236556.000000
540000,3.229978,-236564.000000
550000,3.229978,-236684.000000
560000,3.229978,-236524.000000
570000,3.229978,-236688.000000
580000,3.229978,-236936.000000
590000,3.229978,-236696.000000
600000,3.229978,-236700.000000
610000,3.229978,-236748.000000
620000,3.229978,-236736.000000
630000,3.229978,-236864.000000
640000,3.229978,-236784.000000
650000,3.229978,-236820.000000
660000,3.229978,-236760.000000
670000,3.229978,-236928.000000
680000,3.229978,-236904.000000
690000,3.229978,-236856.000000
700000,3.229978,-236912.000000
710000,3.229978,-236860.000000
720000,3.229978,-236744.000000
730000,3.229978,-236844.000000
740000,3.229978,-236932.000000
750000,3.229978,-236964.000000
760000,3.229978,-236964.000000
770000,3.229978,-237180.000000
780000,3.229978,-236920.000000
790000,3.229978,-236884.000000
800000,3.229978,-237176.000000
810000,3.229978,-237008.000000
820000,3.229978,-236988.000000
830000,3.229978,-237072.000000
840000,3.229978,-236956.000000
850000,3.229978,-236884.000000
860000,3.229978,-237036.000000
870000,3.229978,-237244.000000
880000,3.229978,-237108.000000
890000,3.229978,-237124.000000
900000,3.229978,-237064.000000
910000,3.229978,-237140.000000
920000,3.229978,-237196.000000
930000,3.229978,-237160.000000
940000,3.229978,-237116.000000
950000,3.229978,-237392.000000
960000,3.229978,-237152.000000
970000,3.229978,-237076.000000
980000,3.229978,-237308.000000
990000,3.229978,-237304.000000
0,3.219978,-237264.000000
10000,3.219978,-237308.000000
20000,3.219978,-237452.000000
30000,3.219978,-237264.000000
40000,3.219978,-237472.000000
50000,3.219978,-237508.000000
60000,3.219978,-237580.000000
70000,3.219978,-237548.000000
80000,3.219978,-237384.000000
90000,3.219978,-237548.000000
100000,3.219978,-237504.000000
110000,3.219978,-237516.000000
120000,3.219978,-237560.000000
130000,3.219978,-237492.000000
140000,3.219978,-237708.000000
150000,3.219978,-237736.000000
160000,3.219978,-237592.000000
170000,3.219978,-237672.000000
180000,3.219978,-237880.000000
190000,3.219978,-237816.000000
200000,3.219978,-237804.000000
210000,3.219978,-237868.000000
220000,3.219978,-237780.000000
230000,3.219978,-237944.000000
240000,3.219978,-237840.000000
250000,3.219978,-237760.000000
260000,3.219978,-237920.000000
270000,3.219978,-237844.000000
280000,3.219978,-237820.000000
290000,3.219978,-237884.000000
300000,3.219978,-237824.000000
310000,3.219978,-237844.000000
320000,3.219978,-238024.000000
330000,3.219978,-238036.000000
340000,3.219978,-237968.000000
350000,3.219978,-238048.000000
360000,3.219978,-238148.000000
370000,3.219978,-238172.000000
380000,3.219978,-238168.000000
390000,3.219978,-238044.000000
400000,3.219978,-238024.000000
410000,3.219978,-238132.000000
420000,3.219978,-238132.000000
430000,3.219978,-238028.000000
440000,3.219978,-238108.000000
450000,3.219978,-238136.000000
460000,3.219978,-237960.000000
470000,3.219978,-238148.000000
480000,3.219978,-238124.000000
490000,3.219978,-238136.000000
500000,3.219978,-238356.000000
510000,3.219978,-237996.000000
520000,3.219978,-238348.000000
530000,3.219978,-238372.000000
540000,3.219978,-238372.000000
550000,3.219978,-238380.000000
560000,3.219978,-238260.000000
570000,3.219978,-238444.000000
580000,3.219978,-238504.000000
590000,3.219978,-238472.000000
600000,3.219978,-238260.000000
610000,3.219978,-238312.000000
620000,3.219978,-238332.000000
630000,3.219978,-238420.000000
640000,3.219978,-238500.000000
650000,3.219978,-238540.000000
660000,3.219978,-238464.000000
670000,3.219978,-238684.000000
680000,3.219978,-238660.000000
690000,3.219978,-238472.000000
700000,3.219978,-238592.000000
710000,3.219978,-238528.000000
720000,3.219978,-238504.000000
730000,3.219978,-238568.000000
740000,3.219978,-238516.000000
750000,3.219978,-238616.000000
760000,3.219978,-238544.000000
770000,3.219978,-238448.000000
780000,3.219978,-238536.000000
790000,3.219978,-238504.000000
800000,3.219978,-238740.000000
810000,3.219978,-238576.000000
820000,3.219978,-238632.000000
830000,3.219978,-238628.000000
840000,3.219978,-238552.000000
850000,3.219978,-238612.000000
860000,3.219978,-238664.000000
870000,3.219978,-238932.000000
880000,3.219978,-238956.000000
890000,3.219978,-238832.000000
900000,3.219978,-238852.000000
910000,3.219978,-238660.000000
920000,3.219978,-238984.000000
930000,3.219978,-238764.000000
940000,3.219978,-239024.000000
950000,3.219978,-239080.000000
960000,3.219978,-238936.000000
970000,3.219978,-238956.000000
980000,3.219978,-238924.000000
990000,3.219978,-239052.000000
0,3.209978,-239016.000000
10000,3.209978,-239116.000000
20000,3.209978,-239224.000000
30000,3.209978,-239188.000000
40000,3.209978,-238940.000000
50000,3.209978,-238904.000000
60000,3.209978,-238844.000000
70000,3.209978,-239016.000000
80000,3.209978,-239040.000000
90000,3.209978,-238992.000000
100000,3.209978,-239068.000000
110000,3.209978,-239132.000000
120000,3.209978,-239188.000000
130000,3.209978,-239156.000000
140000,3.209978,-239212.000000
150000,3.209978,-239196.000000
160000,3.209978,-239348.000000
170000,3.209978,-239244.000000
180000,3.209978,-239212.000000
190000,3.209978,-239280.000000
200000,3.209978,-239352.000000
210000,3.209978,-239296.000000
220000,3.209978,-239444.000000
230000,3.209978,-239304.000000
240000,3.209978,-239288.000000
250000,3.209978,-239620.000000
260000,3.209978,-239372.000000
270000,3.209978,-239464.000000
280000,3.209978,-239468.000000
290000,3.209978,-239520.000000
300000,3.209978,-239420.000000
310000,3.209978,-239492.000000
320000,3.209978,-239536.000000
330000,3.209978,-239728.000000
340000,3.209978,-239812.000000
350000,3.209978,-239732.000000
360000,3.209978,-239688.000000
370000,3.209978,-239696.000000
380000,3.209978,-239548.000000
390000,3.209978,-239548.000000
400000,3.209978,-239668.000000
410000,3.209978,-239504.000000
420000,3.209978,-239708.000000
430000,3.209978,-239672.000000
440000,3.209978,-239548.000000
450000,3.209978,-239792.000000
460000,3.209978,-239564.000000
470000,3.209978,-239776.000000
480000,3.209978,-239720.000000
490000,3.209978,-239916.000000
500000,3.209978,-239848.000000
510000,3.209978,-239828.000000
520000,3.209978,-239692.000000
530000,3.209978,-239744.000000
540000,3.209978,-239876.000000
550000,3.209978,-240080.000000
560000,3.209978,-239844.000000
570000,3.209978,-240060.000000
580000,3.209978,-239976.000000
590000,3.209978,-240016.000000
600000,3.209978,-239988.000000
610000,3.209978,-239996.000000
620000,3.209978,-239968.000000
630000,3.209978,-239912.000000
640000,3.209978,-239916.000000
650000,3.209978,-240056.000000
660000,3.209978,-240160.000000
670000,3.209978,-240020.000000
680000,3.209978,-239884.000000
690000,3.209978,-239832.000000
700000,3.209978,-240204.000000
710000,3.209978,-240336.000000
720000,3.209978,-240296.000000
730000,3.209978,-240364.000000
740000,3.209978,-240304.000000
750000,3.209978,-240308.000000
760000,3.209978,-240240.000000
770000,3.209978,-240280.000000
780000,3.209978,-240156.000000
790000,3.209978,-240192.000000
800000,3.209978,-240352.000000
810000,3.209978,-240188.000000
820000,3.209978,-240456.000000
830000,3.209978,-240328.000000
840000,3.209978,-240512.000000
850000,3.209978,-240288.000000
860000,3.209978,-240368.000000
870000,3.209978,-240484.000000
880000,3.209978,-240600.000000
890000,3.209978,-240556.000000
900000,3.209978,-240516.000000
910000,3.209978,-240672.000000
920000,3.209978,-240640.000000
930000,3.209978,-240436.000000
940000,3.209978,-240700.000000
950000,3.209978,-240932.000000
960000,3.209978,-240760.000000
970000,3.209978,-240468.000000
980000,3.209978,-240792.000000
990000,3.209978,-240744.000000
0,3.199978,-240748.000000
10000,3.199978,-240940.000000
20000,3.199978,-240776.000000
30000,3.199978,-240880.000000
40000,3.199978,-240980.000000
50000,3.199978,-240724.000000
60000,3.199978,-240772.000000
70000,3.199978,-241044.000000
80000,3.199978,-240816.000000
90000,3.199978,-241040.000000
100000,3.199978,-241004.000000
110000,3.199978,-240880.000000
120000,3.199978,-240856.000000
130000,3.199978,-240780.000000
140000,3.199978,-240920.000000
150000,3.199978,-240892.000000
160000,3.199978,-240732.000000
170000,3.199978,-240704.000000
180000,3.199978,-240868.000000
190000,3.199978,-241100.000000
200000,3.199978,-241116.000000
210000,3.199978,-241068.000000
220000,3.199978,-240924.000000
230000,3.199978,-241260.000000
240000,3.199978,-241288.000000
250000,3.199978,-241124.000000
260000,3.199978,-241152.000000
270000,3.199978,-241216.000000
280000,3.199978,-241332.000000
290000,3.199978,-241384.000000
300000,3.199978,-241312.000000
310000,3.199978,-241292.000000
320000,3.199978,-241232.000000
330000,3.199978,-241036.000000
340000,3.199978,-241348.000000
350000,3.199978,-241168.000000
360000,3.199978,-241396.000000
370000,3.199978,-241416.000000
380000,3.199978,-241232.000000
390000,3.199978,-241308.000000
400000,3.199978,-241212.000000
410000,3.199978,-241160.000000
420000,3.199978,-241280.000000
430000,3.199978,-241308.000000
440000,3.199978,-241284.000000
450000,3.199978,-241204.000000
460000,3.199978,-241572.000000
470000,3.199978,-241652.000000
480000,3.199978,-241656.000000
490000,3.199978,-241444.000000
500000,3.199978,-241520.000000
510000,3.199978,-241396.000000
520000,3.199978,-241660.000000
530000,3.199978,-241720.000000
540000,3.199978,-241384.000000
550000,3.199978,-241464.000000
560000,3.199978,-241624.000000
570000,3.199978,-241724.000000
580000,3.199978,-241560.000000
590000,3.199978,-241688.000000
600000,3.199978,-241740.000000
610000,3.199978,-241604.000000
620000,3.199978,-241660.000000
630000,3.199978,-241844.000000
640000,3.199978,-241940.000000
650000,3.199978,-241928.000000
660000,3.199978,-241856.000000
670000,3.199978,-241824.000000
680000,3.199978,-241828.000000
690000,3.199978,-241940.000000
700000,3.199978,-241800.000000
710000,3.199978,-241972.000000
720000,3.199978,-242040.000000
730000,3.199978,-242076.000000
740000,3.199978,-242060.000000
750000,3.199978,-242016.000000
760000,3.199978,-241856.000000
770000,3.199978,-242124.000000
780000,3.199978,-241904.000000
790000,3.199978,-241908.000000
800000,3.199978,-241856.000000
810000,3.199978,-242064.000000
820000,3.199978,-242084.000000
830000,3.199978,-242176.000000
840000,3.199978,-242380.000000
850000,3.199978,-242400.000000
860000,3.199978,-242080.000000
870000,3.199978,-242400.000000
880000,3.199978,-242192.000000
890000,3.199978,-242492.000000
900000,3.199978,-242460.000000
910000,3.199978,-242448.000000
920000,3.199978,-242412.000000
930000,3.199978,-242368.000000
940000,3.199978,-242404.000000
950000,3.199978,-242412.000000
960000,3.199978,-242256.000000
970000,3.199978,-242120.000000
980000,3.199978,-242368.000000
990000,3.199978,-242296.000000
0,3.189978,-242404.000000
10000,3.189978,-242512.000000
20000,3.189978,-242384.000000
30000,3.189978,-242600.000000
40000,3.189978,-242272.000000
50000,3.189978,-242600.000000
60000,3.189978,-242436.000000
70000,3.189978,-242456.000000
80000,3.189978,-242528.000000
90000,3.189978,-242600.000000
100000,3.189978,-242592.000000
110000,3.189978,-242704.000000
120000,3.189978,-242616.000000
130000,3.189978,-242568.000000
140000,3.189978,-242560.000000
150000,3.189978,-242648.000000
160000,3.189978,-242748.000000
170000,3.189978,-242596.000000
180000,3.189978,-242876.000000
190000,3.189978,-242684.000000
200000,3.189978,-242776.000000
210000,3.189978,-242756.000000
220000,3.189978,-242608.000000
230000,3.189978,-242724.000000
240000,3.189978,-242772.000000
250000,3.189978,-242692.000000
260000,3.189978,-242800.000000
270000,3.189978,-242652.000000
280000,3.189978,-242760.000000
290000,3.189978,-242888.000000
300000,3.189978,-242892.000000
310000,3.189978,-242940.000000
320000,3.189978,-242996.000000
330000,3.189978,-242836.000000
340000,3.189978,-243048.000000
350000,3.189978,-242924.000000
360000,3.189978,-242804.000000
370000,3.189978,-243040.000000
380000,3.189978,-242992.000000
390000,3.189978,-242984.000000
400000,3.189978,-243152.000000
410000,3.189978,-243200.000000
420000,3.189978,-243216.000000
430000,3.189978,-243168.000000
440000,3.189978,-243328.000000
450000,3.189978,-243324.000000
460000,3.189978,-243216.000000
470000,3.189978,-243208.000000
480000,3.189978,-243248.000000
490000,3.189978,-243344.000000
500000,3.189978,-243260.000000
510000,3.189978,-243128.000000
520000,3.189978,-243320.000000
530000,3.189978,-243308.000000
540000,3.189978,-243512.000000
550000,3.189978,-243404.000000
560000,3.189978,-243612.000000
570000,3.189978,-243436.000000
580000,3.189978,-243516.000000
590000,3.189978,-243672.000000
600000,3.189978,-243680.000000
610000,3.189978,-243488.000000
620000,3.189978,-243372.000000
630000,3.189978,-243528.000000
640000,3.189978,-243528.000000
650000,3.189978,-243784.000000
660000,3.189978,-243692.000000
670000,3.189978,-243568.000000
680000,3.189978,-243824.000000
690000,3.189978,-243840.000000
700000,3.189978,-243564.000000
710000,3.189978,-243516.000000
720000,3.189978,-243696.000000
730000,3.189978,-243784.000000
740000,3.189978,-243772.000000
750000,3.189978,-244044.000000
760000,3.189978,-243924.000000
770000,3.189978,-243664.000000
780000,3.189978,-243792.000000
790000,3.189978,-243940.000000
800000,3.189978,-243888.000000
810000,3.189978,-243792.000000
820000,3.189978,-243936.000000
830000,3.189978,-243992.000000
840000,3.189978,-243960.000000
850000,3.189978,-243856.000000
860000,3.189978,-243952.000000
870000,3.189978,-244060.000000
880000,3.189978,-244280.000000
890000,3.189978,-244244.000000
900000,3.189978,-244060.000000
910000,3.189978,-244172.000000
920000,3.189978,-244088.000000
930000,3.189978,-244224.000000
940000,3.189978,-244200.000000
950000,3.189978,-244124.000000
960000,3.189978,-244268.000000
970000,3.189978,-244080.000000
980000,3.189978,-244052.000000
990000,3.189978,-244288.000000
0,3.179978,-244296.000000
10000,3.179978,-244396.000000
20000,3.179978,-244168.000000
30000,3.179978,-244320.000000
40000,3.179978,-244540.000000
50000,3.179978,-244476.000000
60000,3.179978,-244588.000000
70000,3.179978,-244284.000000
80000,3.179978,-244696.000000
90000,3.179978,-244260.000000
100000,3.179978,-244304.000000
110000,3.179978,-244416.000000
120000,3.179978,-244568.000000
130000,3.179978,-244596.000000
140000,3.179978,-244616.000000
150000,3.179978,-244504.000000
160000,3.179978,-244528.000000
170000,3.179978,-244560.000000
180000,3.179978,-244708.000000
190000,3.179978,-244388.000000
200000,3.179978,-244548.000000
210000,3.179978,-244808.000000
220000,3.179978,-244808.000000
230000,3.179978,-244604.000000
240000,3.179978,-244632.000000
250000,3.179978,-244516.000000
260000,3.179978,-244568.000000
270000,3.179978,-244588.000000
280000,3.179978,-244632.000000
290000,3.179978,-244672.000000
300000,3.179978,-244632.000000
310000,3.179978,-244644.000000
320000,3.179978,-244736.000000
330000,3.179978,-244816.000000
340000,3.179978,-244836.000000
350000,3.179978,-244820.000000
360000,3.179978,-244684.000000
370000,3.179978,-244904.000000
380000,3.179978,-245080.000000
390000,3.179978,-244688.000000
400000,3.179978,-244940.000000
410000,3.179978,-244884.000000
420000,3.179978,-244996.000000
430000,3.179978,-244864.000000
440000,3.179978,-245084.000000
450000,3.179978,-245144.000000
460000,3.179978,-244856.000000
470000,3.179978,-244860.000000
480000,3.179978,-244828.000000
490000,3.179978,-244864.000000
500000,3.179978,-244988.000000
510000,3.179978,-244960.000000
520000,3.179978,-245204.000000
530000,3.179978,-245128.000000
540000,3.179978,-245192.000000
550000,3.179978,-245220.000000
560000,3.179978,-245220.000000
570000,3.179978,-245388.000000
580000,3.179978,-245276.000000
590000,3.179978,-245236.000000
600000,3.179978,-245168.000000
610000,3.179978,-245296.000000
620000,3.179978,-245080.000000
630000,3.179978,-245152.000000
640000,3.179978,-245272.000000
650000,3.179978,-245280.000000
660000,3.179978,-245316.000000
670000,3.179978,-245444.000000
680000,3.179978,-245356.000000
690000,3.179978,-245324.000000
700000,3.179978,-245424.000000
710000,3.179978,-245496.000000
720000,3.179978,-245224.000000
730000,3.179978,-245340.000000
740000,3.179978,-245084.000000
750000,3.179978,-245184.000000
760000,3.179978,-245524.000000
770000,3.179978,-245392.000000
780000,3.179978,-245472.000000
790000,3.179978,-245516.000000
800000,3.179978,-245172.000000
810000,3.179978,-245504.000000
820000,3.179978,-245492.000000
830000,3.179978,-245308.000000
840000,3.179978,-245560.000000
850000,3.179978,-245480.000000
860000,3.179978,-245616.000000
870000,3.179978,-245608.000000
880000,3.179978,-245548.000000
890000,3.179978,-245608.000000
900000,3.179978,-245496.000000
910000,3.179978,-245804.000000
920000,3.179978,-245572.000000
930000,3.179978,-245604.000000
940000,3.179978,-245512.000000
950000,3.179978,-245712.000000
960000,3.179978,-245944.000000
970000,3.179978,-245964.000000
980000,3.179978,-245788.000000
990000,3.179978,-245768.000000
0,3.169978,-245836.000000
10000,3.169978,-245692.000000
20000,3.169978,-245732.000000
30000,3.169978,-245804.000000
40000,3.169978,-245848.000000
50000,3.169978,-246160.000000
60000,3.169978,-246032.000000
70000,3.169978,-245948.000000
80000,3.169978,-245756.000000
90000,3.169978,-245800.000000
100000,3.169978,-246044.000000
110000,3.169978,-245968.000000
120000,3.169978,-246104.000000
130000,3.169978,-245844.000000
140000,3.169978,-245824.000000
150000,3.169978,-246244.000000
160000,3.169978,-246072.000000
170000,3.169978,-246260.000000
180000,3.169978,-245924.000000
190000,3.169978,-246240.000000
200000,3.169978,-246264.000000
210000,3.169978,-246304.000000
220000,3.169978,-246256.000000
230000,3.169978,-246136.000000
240000,3.169978,-246256.000000
250000,3.169978,-246220.000000
260000,3.169978,-246272.000000
270000,3.169978,-246260.000000
280000,3.169978,-246296.000000
290000,3.169978,-246536.000000
300000,3.169978,-246364.000000
310000,3.169978,-246344.000000
320000,3.169978,-246532.000000
330000,3.169978,-246328.000000
340000,3.169978,-246296.000000
350000,3.169978,-246228.000000
360000,3.169978,-246276.000000
370000,3.169978,-246488.000000
380000,3.169978,-246508.000000
390000,3.169978,-246448.000000
400000,3.169978,-246360.000000
410000,3.169978,-246616.000000
420000,3.169978,-246572.000000
430000,3.169978,-246556.000000
440000,3.169978,-246540.000000
450000,3.169978,-246516.000000
460000,3.169978,-246380.000000
470000,3.169978,-246516.000000
480000,3.169978,-246604.000000
490000,3.169978,-246608.000000
500000,3.169978,-246848.000000
510000,3.169978,-246940.000000
520000,3.169978,-246656.000000
530000,3.169978,-246916.000000
540000,3.169978,-246868.000000
550000,3.169978,-246692.000000
560000,3.169978,-246684.000000
570000,3.169978,-246836.000000
580000,3.169978,-246720.000000
590000,3.169978,-246912.000000
600000,3.169978,-247164.000000
610000,3.169978,-246740.000000
620000,3.169978,-246968.000000
630000,3.169978,-246804.000000
640000,3.169978,-246820.000000
650000,3.169978,-246924.000000
660000,3.169978,-246976.000000
670000,3.169978,-247044.000000
680000,3.169978,-247024.000000
690000,3.169978,-247104.000000
700000,3.169978,-247168.000000
710000,3.169978,-247396.000000
720000,3.169978,-247236.000000
730000,3.169978,-247376.000000
740000,3.169978,-247028.000000
750000,3.169978,-247104.000000
760000,3.169978,-246984.000000
770000,3.169978,-246964.000000
780000,3.169978,-246996.000000
790000,3.169978,-247176.000000
800000,3.169978,-247064.000000
810000,3.169978,-247232.000000
820000,3.169978,-247296.000000
830000,3.169978,-247236.000000
840000,3.169978,-247252.000000
850000,3.169978,-247560.000000
860000,3.169978,-247292.000000
870000,3.169978,-247076.000000
880000,3.169978,-247264.000000
890000,3.169978,-247068.000000
900000,3.169978,-247540.000000
910000,3.169978,-247340.000000
920000,3.169978,-247408.000000
930000,3.169978,-247232.000000
940000,3.169978,-247440.000000
950000,3.169978,-247172.000000
960000,3.169978,-247508.000000
970000,3.169978,-247612.000000
980000,3.169978,-247544.000000
990000,3.169978,-247272.000000
0,3.159978,-247676.000000
10000,3.159978,-247536.000000
20000,3.159978,-247596.000000
30000,3.159978,-247620.000000
40000,3.159978,-247564.000000
50000,3.159978,-247668.000000
60000,3.159978,-247768.000000
70000,3.159978,-247496.000000
80000,3.159978,-247560.000000
90000,3.159978,-247660.000000
100000,3.159978,-247688.000000
110000,3.159978,-247652.000000
120000,3.159978,-247528.000000
130000,3.159978,-247692.000000
140000,3.159978,-247692.000000
150000,3.159978,-247700.000000
160000,3.159978,-248004.000000
170000,3.159978,-247696.000000
180000,3.159978,-247672.000000
190000,3.159978,-247988.000000
200000,3.159978,-247896.000000
210000,3.159978,-247940.000000
220000,3.159978,-247716.000000
230000,3.159978,-247956.000000
240000,3.159978,-247840.000000
250000,3.159978,-247940.000000
260000,3.159978,-247956.000000
270000,3.159978,-248032.000000
280000,3.159978,-248256.000000
290000,3.159978,-247988.000000
300000,3.159978,-247988.000000
310000,3.159978,-247964.000000
320000,3.159978,-247924.000000
330000,3.159978,-248028.000000
340000,3.159978,-248012.000000
350000,3.159978,-248156.000000
360000,3.159978,-248096.000000
370000,3.159978,-248176.000000
380000,3.159978,-248012.000000
390000,3.159978,-248048.000000
400000,3.159978,-247808.000000
410000,3.159978,-248176.000000
420000,3.159978,-248028.000000
430000,3.159978,-248368.000000
440000,3.159978,-248324.000000
450000,3.159978,-248128.000000
460000,3.159978,-248056.000000
470000,3.159978,-248060.000000
480000,3.159978,-248288.000000
490000,3.159978,-248044.000000
500000,3.159978,-248108.000000
510000,3.159978,-248256.000000
520000,3.159978,-248152.000000
530000,3.159978,-248076.000000
540000,3.159978,-248216.000000
550000,3.159978,-248132.000000
560000,3.159978,-248180.000000
570000,3.159978,-248352.000000
580000,3.159978,-248276.000000
590000,3.159978,-248420.000000
600000,3.159978,-248500.000000
610000,3.159978,-248484.000000
620000,3.159978,-248288.000000
630000,3.159978,-248092.000000
640000,3.159978,-248252.000000
650000,3.159978,-248252.000000
660000,3.159978,-248444.000000
670000,3.159978,-248552.000000
680000,3.159978,-248524.000000
690000,3.159978,-248464.000000
700000,3.159978,-248272.000000
710000,3.159978,-248540.000000
720000,3.159978,-248400.000000
730000,3.159978,-248568.000000
740000,3.159978,-248560.000000
750000,3.159978,-248708.000000
760000,3.159978,-248748.000000
770000,3.159978,-248640.000000
780000,3.159978,-248712.000000
790000,3.159978,-248716.000000
800000,3.159978,-248816.000000
