iteracion,T,magnetizacion
950000,3.269978,0.090332
960000,3.269978,0.083008
970000,3.269978,0.049805
980000,3.269978,0.038574
990000,3.269978,0.020020
0,3.259978,0.069824
10000,3.259978,0.050781
20000,3.259978,0.055664
30000,3.259978,0.051758
40000,3.259978,0.053223
50000,3.259978,0.091797
60000,3.259978,0.082031
70000,3.259978,0.068848
80000,3.259978,0.055176
90000,3.259978,0.004883
100000,3.259978,0.002441
110000,3.259978,0.028809
120000,3.259978,0.041992
130000,3.259978,0.049805
140000,3.259978,0.063965
150000,3.259978,0.061523
160000,3.259978,0.037109
170000,3.259978,0.037598
180000,3.259978,0.042480
190000,3.259978,0.025879
200000,3.259978,0.031250
210000,3.259978,0.075195
220000,3.259978,0.043945
230000,3.259978,0.071777
240000,3.259978,0.021973
250000,3.259978,0.034668
260000,3.259978,0.049316
270000,3.259978,0.075684
280000,3.259978,0.058594
290000,3.259978,0.042480
300000,3.259978,0.061035
310000,3.259978,0.047852
320000,3.259978,0.048340
330000,3.259978,0.074219
340000,3.259978,0.130859
350000,3.259978,0.068848
360000,3.259978,0.090332
370000,3.259978,0.064453
380000,3.259978,0.033203
390000,3.259978,0.038086
400000,3.259978,0.064453
410000,3.259978,0.024902
420000,3.259978,0.001465
430000,3.259978,0.031738
440000,3.259978,0.066895
450000,3.259978,0.122559
460000,3.259978,0.112305
470000,3.259978,0.084473
480000,3.259978,0.103027
490000,3.259978,0.091797
500000,3.259978,0.106445
510000,3.259978,0.061523
520000,3.259978,0.094238
530000,3.259978,0.074707
540000,3.259978,0.099609
550000,3.259978,0.045410
560000,3.259978,0.050293
570000,3.259978,0.003906
580000,3.259978,-0.002930
590000,3.259978,-0.013184
600000,3.259978,0.041016
610000,3.259978,0.009766
620000,3.259978,-0.043457
630000,3.259978,0.023926
640000,3.259978,0.088379
650000,3.259978,0.092285
660000,3.259978,0.052734
670000,3.259978,0.063477
680000,3.259978,0.055664
690000,3.259978,0.010254
700000,3.259978,-0.014648
710000,3.259978,0.082520
720000,3.259978,0.033203
730000,3.259978,0.041504
740000,3.259978,0.022461
750000,3.259978,0.017090
760000,3.259978,0.047363
770000,3.259978,0.038574
780000,3.259978,0.060059
790000,3.259978,-0.022461
800000,3.259978,-0.051270
810000,3.259978,0.001465
820000,3.259978,0.018555
830000,3.259978,0.062012
840000,3.259978,0.032715
850000,3.259978,0.052734
860000,3.259978,0.084961
870000,3.259978,0.032715
880000,3.259978,0.066406
890000,3.259978,0.075684
900000,3.259978,0.060547
910000,3.259978,0.027832
920000,3.259978,0.017090
930000,3.259978,-0.018066
940000,3.259978,-0.036133
950000,3.259978,0.016113
960000,3.259978,-0.002930
970000,3.259978,0.034180
980000,3.259978,0.057129
990000,3.259978,0.009277
0,3.249978,-0.008301
10000,3.249978,-0.001465
20000,3.249978,0.032715
30000,3.249978,0.038574
40000,3.249978,0.040527
50000,3.249978,0.044434
60000,3.249978,0.010742
70000,3.249978,0.002930
80000,3.249978,0.014160
90000,3.249978,0.048340
100000,3.249978,0.053711
110000,3.249978,0.084473
120000,3.249978,0.051270
130000,3.249978,0.063477
140000,3.249978,0.126953
150000,3.249978,0.105469
160000,3.249978,0.104980
170000,3.249978,0.083496
180000,3.249978,0.142578
190000,3.249978,0.129883
200000,3.249978,0.084473
210000,3.249978,0.065918
220000,3.249978,0.091797
230000,3.249978,0.098633
240000,3.249978,0.031250
250000,3.249978,0.063965
260000,3.249978,0.061035
270000,3.249978,0.071777
280000,3.249978,0.024414
290000,3.249978,0.082520
300000,3.249978,0.057129
310000,3.249978,0.060547
320000,3.249978,0.063477
330000,3.249978,0.064941
340000,3.249978,0.020508
350000,3.249978,0.055176
360000,3.249978,0.064453
370000,3.249978,0.048340
380000,3.249978,0.030762
390000,3.249978,0.043945
400000,3.249978,0.020996
410000,3.249978,0.039551
420000,3.249978,0.095703
430000,3.249978,0.105469
440000,3.249978,0.071289
450000,3.249978,0.059082
460000,3.249978,0.056152
470000,3.249978,0.059082
480000,3.249978,0.032227
490000,3.249978,0.029785
500000,3.249978,0.036133
510000,3.249978,-0.027832
520000,3.249978,0.030762
530000,3.249978,0.044434
540000,3.249978,0.037598
550000,3.249978,0.040527
560000,3.249978,0.064453
570000,3.249978,0.062988
580000,3.249978,-0.014160
590000,3.249978,0.016602
600000,3.249978,0.034668
610000,3.249978,-0.009277
620000,3.249978,0.011719
630000,3.249978,0.079590
640000,3.249978,0.056152
650000,3.249978,0.059570
660000,3.249978,0.054199
670000,3.249978,0.071777
680000,3.249978,0.107910
690000,3.249978,0.135254
700000,3.249978,0.130859
710000,3.249978,0.069336
720000,3.249978,0.039062
730000,3.249978,-0.001465
740000,3.249978,0.005859
750000,3.249978,0.032715
760000,3.249978,0.063965
770000,3.249978,0.056152
780000,3.249978,0.057129
790000,3.249978,0.093262
800000,3.249978,0.068359
810000,3.249978,0.078125
820000,3.249978,0.032227
830000,3.249978,0.064941
840000,3.249978,0.050781
850000,3.249978,-0.004395
860000,3.249978,0.023926
870000,3.249978,0.051758
880000,3.249978,0.070312
890000,3.249978,0.067871
900000,3.249978,0.043945
910000,3.249978,0.092773
920000,3.249978,0.108398
930000,3.249978,0.069824
940000,3.249978,0.082031
950000,3.249978,0.047852
960000,3.249978,0.059570
970000,3.249978,0.057129
980000,3.249978,0.064453
990000,3.249978,0.018555
0,3.239978,0.045898
10000,3.239978,0.049805
20000,3.239978,0.041992
30000,3.239978,0.004395
40000,3.239978,0.016113
50000,3.239978,-0.033203
60000,3.239978,-0.055664
70000,3.239978,-0.039062
80000,3.239978,0.008789
90000,3.239978,-0.004395
100000,3.239978,-0.034180
110000,3.239978,-0.017090
120000,3.239978,0.053711
130000,3.239978,0.041016
140000,3.239978,0.048828
150000,3.239978,0.013184
160000,3.239978,0.018066
170000,3.239978,0.011719
180000,3.239978,0.011719
190000,3.239978,0.013672
200000,3.239978,0.030762
210000,3.239978,0.038574
220000,3.239978,0.008301
230000,3.239978,-0.007324
240000,3.239978,0.018066
250000,3.239978,0.037598
260000,3.239978,0.071289
270000,3.239978,0.109375
280000,3.239978,0.077637
290000,3.239978,0.063477
300000,3.239978,0.079590
310000,3.239978,0.058594
320000,3.239978,0.040527
330000,3.239978,0.056641
340000,3.239978,0.048828
350000,3.239978,0.064453
360000,3.239978,0.028320
370000,3.239978,0.011230
380000,3.239978,0.050293
390000,3.239978,0.019043
400000,3.239978,0.019043
410000,3.239978,0.023438
420000,3.239978,0.044922
430000,3.239978,0.074219
440000,3.239978,0.004883
450000,3.239978,-0.000488
460000,3.239978,-0.039062
470000,3.239978,-0.019043
480000,3.239978,-0.064941
490000,3.239978,-0.031250
500000,3.239978,0.000000
510000,3.239978,0.022949
520000,3.239978,-0.062988
530000,3.239978,-0.046387
540000,3.239978,-0.028809
550000,3.239978,-0.035645
560000,3.239978,-0.001465
570000,3.239978,0.048340
580000,3.239978,0.044922
590000,3.239978,0.044434
600000,3.239978,0.022949
610000,3.239978,0.023926
620000,3.239978,0.062012
630000,3.239978,0.077148
640000,3.239978,0.091797
650000,3.239978,0.051758
660000,3.239978,0.061035
670000,3.239978,0.077637
680000,3.239978,0.059082
690000,3.239978,0.018555
700000,3.239978,0.044922
710000,3.239978,0.030273
720000,3.239978,-0.000977
730000,3.239978,0.008301
740000,3.239978,0.014648
750000,3.239978,0.020996
760000,3.239978,0.051758
770000,3.239978,0.028809
780000,3.239978,0.030273
790000,3.239978,0.021484
800000,3.239978,0.045898
810000,3.239978,0.047363
820000,3.239978,0.069336
830000,3.239978,0.037598
840000,3.239978,0.069336
850000,3.239978,0.085449
860000,3.239978,0.018066
870000,3.239978,0.018066
880000,3.239978,0.033203
890000,3.239978,0.031250
900000,3.239978,0.034668
910000,3.239978,0.066895
920000,3.239978,0.085938
930000,3.239978,0.051270
940000,3.239978,0.038086
950000,3.239978,0.064941
960000,3.239978,0.130859
970000,3.239978,0.070312
980000,3.239978,0.070312
990000,3.239978,0.012207
0,3.229978,0.080566
10000,3.229978,0.084473
20000,3.229978,0.075195
30000,3.229978,0.062988
40000,3.229978,0.061035
50000,3.229978,0.026367
60000,3.229978,-0.014648
70000,3.229978,0.008301
80000,3.229978,0.000977
90000,3.229978,-0.018555
100000,3.229978,0.009277
110000,3.229978,0.039551
120000,3.229978,0.024414
130000,3.229978,0.015137
140000,3.229978,0.033691
150000,3.229978,0.040039
160000,3.229978,0.035645
170000,3.229978,0.027344
180000,3.229978,0.063477
190000,3.229978,0.078613
200000,3.229978,0.073242
210000,3.229978,0.113770
220000,3.229978,0.131836
230000,3.229978,0.077148
240000,3.229978,0.105469
250000,3.229978,0.060059
260000,3.229978,0.036621
270000,3.229978,0.030762
280000,3.229978,0.008301
290000,3.229978,0.007324
300000,3.229978,0.021484
310000,3.229978,0.022461
320000,3.229978,0.045898
330000,3.229978,0.070312
340000,3.229978,0.028809
350000,3.229978,0.046387
360000,3.229978,0.048828
370000,3.229978,0.055664
380000,3.229978,0.070312
390000,3.229978,0.062012
400000,3.229978,0.076660
410000,3.229978,0.030273
420000,3.229978,0.079102
430000,3.229978,0.104980
440000,3.229978,0.105957
450000,3.229978,0.066406
460000,3.229978,0.068848
470000,3.229978,0.044434
480000,3.229978,0.065918
490000,3.229978,0.058105
500000,3.229978,0.028320
510000,3.229978,0.050293
520000,3.229978,0.041992
530000,3.229978,0.029785
540000,3.229978,0.056152
550000,3.229978,0.039062
560000,3.229978,0.010742
570000,3.229978,0.020508
580000,3.229978,0.040039
590000,3.229978,0.066895
600000,3.229978,0.048828
610000,3.229978,0.010254
620000,3.229978,0.043457
630000,3.229978,0.045898
640000,3.229978,0.020508
650000,3.229978,0.019531
660000,3.229978,-0.011230
670000,3.229978,-0.037109
680000,3.229978,-0.033691
690000,3.229978,-0.014648
700000,3.229978,-0.093750
710000,3.229978,-0.012207
720000,3.229978,-0.041016
730000,3.229978,-0.013672
740000,3.229978,0.006836
750000,3.229978,0.067383
760000,3.229978,0.058105
770000,3.229978,0.030273
780000,3.229978,0.052734
790000,3.229978,0.033203
800000,3.229978,0.039062
810000,3.229978,0.058594
820000,3.229978,0.035645
830000,3.229978,0.065918
840000,3.229978,0.033691
850000,3.229978,0.030273
860000,3.229978,0.050781
870000,3.229978,0.069336
880000,3.229978,0.048828
890000,3.229978,0.034180
900000,3.229978,0.047363
910000,3.229978,0.086914
920000,3.229978,0.020996
930000,3.229978,0.003418
940000,3.229978,-0.024414
950000,3.229978,0.044434
960000,3.229978,0.050781
970000,3.229978,0.008789
980000,3.229978,0.022949
990000,3.229978,0.046875
0,3.219978,0.055176
10000,3.219978,0.041016
20000,3.219978,0.075684
30000,3.219978,0.078613
40000,3.219978,0.059082
50000,3.219978,0.068359
60000,3.219978,0.093262
70000,3.219978,0.092285
80000,3.219978,0.083008
90000,3.219978,0.085449
100000,3.219978,0.092285
110000,3.219978,0.093750
120000,3.219978,0.060547
130000,3.219978,0.018555
140000,3.219978,0.021484
150000,3.219978,-0.026855
160000,3.219978,-0.023926
170000,3.219978,-0.025879
180000,3.219978,-0.000488
190000,3.219978,-0.040527
200000,3.219978,-0.014160
210000,3.219978,-0.029297
220000,3.219978,-0.003906
230000,3.219978,0.011719
240000,3.219978,0.022461
250000,3.219978,0.068359
260000,3.219978,0.044922
270000,3.219978,-0.023926
280000,3.219978,0.024902
290000,3.219978,0.014648
300000,3.219978,0.023926
310000,3.219978,0.025879
320000,3.219978,0.036621
330000,3.219978,0.030762
340000,3.219978,0.017578
350000,3.219978,-0.000977
360000,3.219978,-0.018066
370000,3.219978,-0.029785
380000,3.219978,-0.017090
390000,3.219978,-0.055664
400000,3.219978,-0.022949
410000,3.219978,-0.052246
420000,3.219978,-0.057129
430000,3.219978,-0.075195
440000,3.219978,-0.040039
450000,3.219978,0.001465
460000,3.219978,-0.007812
470000,3.219978,0.033203
480000,3.219978,0.052734
490000,3.219978,0.031738
500000,3.219978,0.054688
510000,3.219978,0.026855
520000,3.219978,0.080078
530000,3.219978,0.097656
540000,3.219978,0.051758
550000,3.219978,0.076660
560000,3.219978,0.102539
570000,3.219978,0.078613
580000,3.219978,0.088379
590000,3.219978,0.087891
600000,3.219978,0.051270
610000,3.219978,0.038574
620000,3.219978,0.019531
630000,3.219978,-0.003418
640000,3.219978,0.000488
650000,3.219978,0.007324
660000,3.219978,-0.013184
670000,3.219978,-0.022461
680000,3.219978,-0.042969
690000,3.219978,-0.046875
700000,3.219978,-0.000977
710000,3.219978,-0.009766
720000,3.219978,0.003906
730000,3.219978,0.009277
740000,3.219978,0.038574
750000,3.219978,0.032715
760000,3.219978,0.050781
770000,3.219978,0.028809
780000,3.219978,0.035156
790000,3.219978,0.037598
800000,3.219978,0.055176
810000,3.219978,0.077637
820000,3.219978,0.051270
830000,3.219978,0.054199
840000,3.219978,0.037598
850000,3.219978,0.011230
860000,3.219978,0.001465
870000,3.219978,-0.028320
880000,3.219978,0.005371
890000,3.219978,0.015625
900000,3.219978,0.000977
910000,3.219978,0.029785
920000,3.219978,0.084961
930000,3.219978,0.067383
940000,3.219978,0.130859
950000,3.219978,0.109375
960000,3.219978,0.088867
970000,3.219978,0.036621
980000,3.219978,0.012207
990000,3.219978,-0.011719
0,3.209978,0.038574
10000,3.209978,0.065430
20000,3.209978,0.076660
30000,3.209978,0.063477
40000,3.209978,0.054688
50000,3.209978,0.059570
60000,3.209978,0.036621
70000,3.209978,0.003418
80000,3.209978,0.033691
90000,3.209978,0.041016
100000,3.209978,0.021484
110000,3.209978,0.074219
120000,3.209978,0.075195
130000,3.209978,-0.000488
140000,3.209978,-0.020996
150000,3.209978,-0.030762
160000,3.209978,0.001953
170000,3.209978,0.026367
180000,3.209978,0.042480
190000,3.209978,0.027344
200000,3.209978,0.006348
210000,3.209978,-0.030273
220000,3.209978,0.005859
230000,3.209978,0.041992
240000,3.209978,0.029297
250000,3.209978,0.040527
260000,3.209978,0.022461
270000,3.209978,-0.020508
280000,3.209978,-0.017090
290000,3.209978,0.005859
300000,3.209978,-0.057617
310000,3.209978,0.007324
320000,3.209978,0.041504
330000,3.209978,0.061035
340000,3.209978,0.078125
350000,3.209978,0.054199
360000,3.209978,0.052246
370000,3.209978,0.021973
380000,3.209978,0.044922
390000,3.209978,0.041016
400000,3.209978,0.056641
410000,3.209978,0.060059
420000,3.209978,0.084961
430000,3.209978,0.062500
440000,3.209978,0.095215
450000,3.209978,0.094238
460000,3.209978,0.099121
470000,3.209978,0.056152
480000,3.209978,0.078613
490000,3.209978,0.117676
500000,3.209978,0.126465
510000,3.209978,0.075195
520000,3.209978,0.024902
530000,3.209978,0.043457
540000,3.209978,-0.040527
550000,3.209978,-0.020508
560000,3.209978,0.026855
570000,3.209978,0.068848
580000,3.209978,0.054688
590000,3.209978,0.057129
600000,3.209978,-0.001953
610000,3.209978,-0.014648
620000,3.209978,-0.007812
630000,3.209978,0.013672
640000,3.209978,0.017578
650000,3.209978,0.017578
660000,3.209978,0.022461
670000,3.209978,0.027832
680000,3.209978,-0.011719
690000,3.209978,-0.013672
700000,3.209978,0.026367
710000,3.209978,0.071289
720000,3.209978,0.055176
730000,3.209978,0.046875
740000,3.209978,0.038086
750000,3.209978,0.084961
760000,3.209978,0.099121
770000,3.209978,0.038574
780000,3.209978,0.029297
790000,3.209978,0.022949
800000,3.209978,-0.004395
810000,3.209978,-0.034668
820000,3.209978,0.022461
830000,3.209978,0.060059
840000,3.209978,0.038574
850000,3.209978,0.015137
860000,3.209978,-0.043457
870000,3.209978,-0.042480
880000,3.209978,0.005371
890000,3.209978,-0.012695
900000,3.209978,0.029785
910000,3.209978,0.019531
920000,3.209978,0.021484
930000,3.209978,0.044922
940000,3.209978,0.020508
950000,3.209978,0.062988
960000,3.209978,0.058594
970000,3.209978,0.044434
980000,3.209978,0.058105
990000,3.209978,0.071777
0,3.199978,0.080078
10000,3.199978,0.073242
20000,3.199978,0.053711
30000,3.199978,0.073242
40000,3.199978,0.049805
50000,3.199978,0.059570
60000,3.199978,0.034668
70000,3.199978,0.096191
80000,3.199978,0.159668
90000,3.199978,0.153320
100000,3.199978,0.132812
110000,3.199978,0.016113
120000,3.199978,0.028320
130000,3.199978,0.056152
140000,3.199978,0.074707
150000,3.199978,0.065430
160000,3.199978,0.052734
170000,3.199978,0.084473
180000,3.199978,0.053223
190000,3.199978,0.057129
200000,3.199978,0.064941
210000,3.199978,0.097656
220000,3.199978,0.071777
230000,3.199978,0.074707
240000,3.199978,0.041992
250000,3.199978,0.038574
260000,3.199978,0.058105
270000,3.199978,0.068359
280000,3.199978,0.064941
290000,3.199978,0.011719
300000,3.199978,-0.055176
310000,3.199978,-0.032715
320000,3.199978,-0.019531
330000,3.199978,0.003906
340000,3.199978,-0.002441
350000,3.199978,0.006836
360000,3.199978,-0.003906
370000,3.199978,-0.011719
380000,3.199978,-0.048340
390000,3.199978,-0.053711
400000,3.199978,-0.048828
410000,3.199978,-0.013672
420000,3.199978,0.050293
430000,3.199978,0.023926
440000,3.199978,0.036133
450000,3.199978,0.080078
460000,3.199978,0.099609
470000,3.199978,0.148926
480000,3.199978,0.088867
490000,3.199978,0.088867
500000,3.199978,0.112305
510000,3.199978,0.083496
520000,3.199978,0.027344
530000,3.199978,0.045898
540000,3.199978,0.047852
550000,3.199978,0.041016
560000,3.199978,-0.005371
570000,3.199978,0.002441
580000,3.199978,0.042480
590000,3.199978,0.048340
600000,3.199978,0.020508
610000,3.199978,-0.013672
620000,3.199978,0.014648
630000,3.199978,0.015625
640000,3.199978,-0.000977
650000,3.199978,0.059570
660000,3.199978,0.013672
670000,3.199978,0.015625
680000,3.199978,0.036621
690000,3.199978,-0.006348
700000,3.199978,-0.003418
710000,3.199978,0.008301
720000,3.199978,0.020020
730000,3.199978,0.039062
740000,3.199978,0.013672
750000,3.199978,0.022949
760000,3.199978,-0.024902
770000,3.199978,-0.018066
780000,3.199978,0.020508
790000,3.199978,0.018066
800000,3.199978,0.059082
810000,3.199978,0.092285
820000,3.199978,0.079102
830000,3.199978,0.087891
840000,3.199978,0.022461
850000,3.199978,0.029785
860000,3.199978,0.034668
870000,3.199978,0.044434
880000,3.199978,0.033691
890000,3.199978,0.022461
900000,3.199978,0.032715
910000,3.199978,0.054688
920000,3.199978,0.072754
930000,3.199978,0.051270
940000,3.199978,0.101074
950000,3.199978,0.072266
960000,3.199978,0.062012
970000,3.199978,0.039551
980000,3.199978,0.001465
990000,3.199978,-0.000977
0,3.189978,-0.032715
10000,3.189978,-0.021484
20000,3.189978,0.018066
30000,3.189978,0.033691
40000,3.189978,0.069824
50000,3.189978,0.081543
60000,3.189978,0.079590
70000,3.189978,0.061035
80000,3.189978,0.085449
90000,3.189978,0.026367
100000,3.189978,0.024902
110000,3.189978,0.095215
120000,3.189978,0.100098
130000,3.189978,0.067871
140000,3.189978,0.067871
150000,3.189978,0.052246
160000,3.189978,0.003906
170000,3.189978,-0.026855
180000,3.189978,0.023438
190000,3.189978,0.081055
200000,3.189978,0.059570
210000,3.189978,0.090332
220000,3.189978,0.042969
230000,3.189978,0.013184
240000,3.189978,0.018555
250000,3.189978,0.025879
260000,3.189978,0.051758
270000,3.189978,0.021484
280000,3.189978,-0.059570
290000,3.189978,-0.018066
300000,3.189978,0.017090
310000,3.189978,0.051270
320000,3.189978,-0.006348
330000,3.189978,-0.008789
340000,3.189978,0.013184
350000,3.189978,0.077148
360000,3.189978,0.080566
370000,3.189978,0.062988
380000,3.189978,0.062012
390000,3.189978,0.045410
400000,3.189978,0.015625
410000,3.189978,0.025391
420000,3.189978,0.015137
430000,3.189978,0.053711
440000,3.189978,0.062012
450000,3.189978,0.044434
460000,3.189978,0.068848
470000,3.189978,0.067383
480000,3.189978,0.059082
490000,3.189978,0.096680
500000,3.189978,0.094727
510000,3.189978,0.057129
520000,3.189978,0.030273
530000,3.189978,-0.020508
540000,3.189978,0.027832
550000,3.189978,0.022461
560000,3.189978,0.066406
570000,3.189978,0.025879
580000,3.189978,0.029785
590000,3.189978,0.007324
600000,3.189978,0.029785
610000,3.189978,0.009277
620000,3.189978,0.058594
630000,3.189978,0.029297
640000,3.189978,0.002441
650000,3.189978,-0.012207
660000,3.189978,0.009277
670000,3.189978,0.004395
680000,3.189978,0.031250
690000,3.189978,0.028320
700000,3.189978,0.012695
710000,3.189978,-0.010254
720000,3.189978,0.013184
730000,3.189978,0.036133
740000,3.189978,0.059082
750000,3.189978,0.045410
760000,3.189978,0.077637
770000,3.189978,0.043945
780000,3.189978,0.017090
790000,3.189978,0.034180
800000,3.189978,0.042969
810000,3.189978,-0.006348
820000,3.189978,-0.035645
830000,3.189978,-0.031738
840000,3.189978,0.061523
850000,3.189978,0.040527
860000,3.189978,0.051270
870000,3.189978,0.075195
880000,3.189978,0.092773
890000,3.189978,0.124512
900000,3.189978,0.118652
910000,3.189978,0.094727
920000,3.189978,0.060547
930000,3.189978,0.036621
940000,3.189978,0.053711
950000,3.189978,0.035156
960000,3.189978,0.029297
970000,3.189978,0.062988
980000,3.189978,0.042969
990000,3.189978,0.079102
0,3.179978,0.069336
10000,3.179978,0.031250
20000,3.179978,0.031738
30000,3.179978,0.111816
40000,3.179978,0.062012
50000,3.179978,0.115234
60000,3.179978,0.118164
70000,3.179978,0.093262
80000,3.179978,0.116699
90000,3.179978,0.130371
100000,3.179978,0.059570
110000,3.179978,0.051758
120000,3.179978,0.061523
130000,3.179978,0.000977
140000,3.179978,0.038574
150000,3.179978,-0.001465
160000,3.179978,0.042969
170000,3.179978,0.041504
180000,3.179978,0.077148
190000,3.179978,0.011719
200000,3.179978,0.014648
210000,3.179978,0.060059
220000,3.179978,0.095703
230000,3.179978,0.008301
240000,3.179978,0.040039
250000,3.179978,0.050781
260000,3.179978,0.055176
270000,3.179978,0.012207
280000,3.179978,-0.038574
290000,3.179978,-0.006348
300000,3.179978,0.013672
310000,3.179978,0.062012
320000,3.179978,0.050293
330000,3.179978,0.021484
340000,3.179978,-0.007812
350000,3.179978,-0.034180
360000,3.179978,-0.009277
370000,3.179978,-0.034180
380000,3.179978,0.016113
390000,3.179978,-0.016113
400000,3.179978,0.044434
410000,3.179978,0.012695
420000,3.179978,0.041504
430000,3.179978,-0.000488
440000,3.179978,-0.012695
450000,3.179978,0.022949
460000,3.179978,0.049316
470000,3.179978,0.025879
480000,3.179978,0.023926
490000,3.179978,-0.009766
500000,3.179978,-0.030273
510000,3.179978,0.023438
520000,3.179978,-0.012695
530000,3.179978,0.002930
540000,3.179978,0.001953
550000,3.179978,0.001465
560000,3.179978,0.004883
570000,3.179978,-0.028320
580000,3.179978,0.009277
590000,3.179978,0.046875
600000,3.179978,0.038086
610000,3.179978,0.062500
620000,3.179978,0.061523
630000,3.179978,0.033203
640000,3.179978,0.060547
650000,3.179978,0.022461
660000,3.179978,0.057617
670000,3.179978,0.086426
680000,3.179978,0.054199
690000,3.179978,0.033203
700000,3.179978,0.020508
710000,3.179978,0.056641
720000,3.179978,0.073730
730000,3.179978,0.053223
740000,3.179978,0.061035
750000,3.179978,0.081055
760000,3.179978,0.019043
770000,3.179978,-0.014160
780000,3.179978,-0.027832
790000,3.179978,-0.025391
800000,3.179978,0.009277
810000,3.179978,-0.017578
820000,3.179978,0.025879
830000,3.179978,0.046875
840000,3.179978,0.099609
850000,3.179978,0.106934
860000,3.179978,0.075684
870000,3.179978,0.107422
880000,3.179978,0.122559
890000,3.179978,0.058594
900000,3.179978,0.086426
910000,3.179978,0.130859
920000,3.179978,0.118164
930000,3.179978,0.050293
940000,3.179978,0.036133
950000,3.179978,0.072754
960000,3.179978,0.083008
970000,3.179978,0.078613
980000,3.179978,0.094727
990000,3.179978,0.055176
0,3.169978,0.014160
10000,3.169978,0.044922
20000,3.169978,0.044922
30000,3.169978,0.049316
40000,3.169978,0.023926
50000,3.169978,0.036133
60000,3.169978,0.061035
70000,3.169978,0.025879
80000,3.169978,0.062500
90000,3.169978,-0.002930
100000,3.169978,0.054688
110000,3.169978,0.012695
120000,3.169978,0.028320
130000,3.169978,0.006836
140000,3.169978,-0.008301
150000,3.169978,0.040527
160000,3.169978,0.060547
170000,3.169978,0.028320
180000,3.169978,0.033203
190000,3.169978,0.049316
200000,3.169978,0.062988
210000,3.169978,0.046387
220000,3.169978,0.044922
230000,3.169978,0.029785
240000,3.169978,0.052246
250000,3.169978,0.077148
260000,3.169978,0.063477
270000,3.169978,0.037109
280000,3.169978,0.020020
290000,3.169978,0.030762
300000,3.169978,0.074219
310000,3.169978,0.119141
320000,3.169978,0.120605
330000,3.169978,0.106934
340000,3.169978,0.106934
350000,3.169978,0.075684
360000,3.169978,0.068848
370000,3.169978,0.036133
380000,3.169978,0.050781
390000,3.169978,0.023438
400000,3.169978,0.059082
410000,3.169978,0.069824
420000,3.169978,0.047852
430000,3.169978,0.043945
440000,3.169978,0.086914
450000,3.169978,0.053711
460000,3.169978,0.004395
470000,3.169978,0.031738
480000,3.169978,0.021484
490000,3.169978,0.062012
500000,3.169978,0.092285
510000,3.169978,0.034668
520000,3.169978,-0.019531
530000,3.169978,-0.025391
540000,3.169978,-0.034180
550000,3.169978,0.014648
560000,3.169978,0.024414
570000,3.169978,0.059570
580000,3.169978,0.058105
590000,3.169978,0.025391
600000,3.169978,0.055176
610000,3.169978,0.058105
620000,3.169978,0.038574
630000,3.169978,0.037109
640000,3.169978,0.073242
650000,3.169978,-0.004395
660000,3.169978,0.020020
670000,3.169978,0.081055
680000,3.169978,0.090332
690000,3.169978,0.093262
700000,3.169978,0.090820
710000,3.169978,0.132812
720000,3.169978,0.095215
730000,3.169978,0.061035
740000,3.169978,0.023438
750000,3.169978,0.042480
760000,3.169978,0.018555
770000,3.169978,0.040527
780000,3.169978,0.065430
790000,3.169978,0.076172
800000,3.169978,0.053223
810000,3.169978,0.032715
820000,3.169978,-0.011230
830000,3.169978,0.012695
840000,3.169978,0.013184
850000,3.169978,0.057129
860000,3.169978,0.067383
870000,3.169978,0.061035
880000,3.169978,0.034180
890000,3.169978,0.043457
900000,3.169978,0.045410
910000,3.169978,0.045410
920000,3.169978,0.066895
930000,3.169978,0.072266
940000,3.169978,-0.004395
950000,3.169978,-0.034180
960000,3.169978,0.046387
970000,3.169978,0.049316
980000,3.169978,0.069336
990000,3.169978,0.036133
0,3.159978,0.085938
10000,3.159978,0.093750
20000,3.159978,0.085449
30000,3.159978,0.076660
40000,3.159978,0.066406
50000,3.159978,0.034668
60000,3.159978,0.101562
70000,3.159978,0.098633
80000,3.159978,0.083984
90000,3.159978,0.125977
100000,3.159978,0.066895
110000,3.159978,0.128418
120000,3.159978,0.103516
130000,3.159978,0.047852
140000,3.159978,0.058594
150000,3.159978,0.081055
160000,3.159978,0.097168
170000,3.159978,0.052734
180000,3.159978,0.027832
190000,3.159978,0.018066
200000,3.159978,0.007812
210000,3.159978,0.030273
220000,3.159978,0.052734
230000,3.159978,0.101074
240000,3.159978,0.078125
250000,3.159978,0.056152
260000,3.159978,0.041992
270000,3.159978,0.090820
280000,3.159978,0.095703
290000,3.159978,0.035645
300000,3.159978,0.073730
310000,3.159978,0.054199
320000,3.159978,0.075195
330000,3.159978,0.081543
340000,3.159978,0.101562
350000,3.159978,0.067383
360000,3.159978,0.039551
370000,3.159978,0.063965
380000,3.159978,0.042969
390000,3.159978,0.026367
400000,3.159978,0.027832
410000,3.159978,0.016113
420000,3.159978,0.033691
430000,3.159978,0.041016
440000,3.159978,0.020020
450000,3.159978,0.062500
460000,3.159978,0.043945
470000,3.159978,0.040527
480000,3.159978,0.046875
490000,3.159978,0.054199
500000,3.159978,0.073242
510000,3.159978,0.048828
520000,3.159978,0.022461
530000,3.159978,0.017578
540000,3.159978,0.024902
550000,3.159978,0.068848
560000,3.159978,0.044922
570000,3.159978,0.053711
580000,3.159978,0.066895
590000,3.159978,0.063965
