iteracion,T,magnetizacion
570000,4.059978,0.092285
580000,4.059978,0.060547
590000,4.059978,0.018066
600000,4.059978,-0.033203
610000,4.059978,-0.013184
620000,4.059978,-0.009277
630000,4.059978,0.025879
640000,4.059978,0.042480
650000,4.059978,0.044434
660000,4.059978,0.055664
670000,4.059978,0.029785
680000,4.059978,0.051270
690000,4.059978,0.053223
700000,4.059978,0.042480
710000,4.059978,-0.031250
720000,4.059978,0.000000
730000,4.059978,-0.017578
740000,4.059978,-0.028320
750000,4.059978,-0.015625
760000,4.059978,-0.025391
770000,4.059978,-0.001953
780000,4.059978,-0.014648
790000,4.059978,-0.026855
800000,4.059978,-0.015137
810000,4.059978,0.011719
820000,4.059978,-0.020020
830000,4.059978,-0.013184
840000,4.059978,0.036133
850000,4.059978,0.032227
860000,4.059978,0.055664
870000,4.059978,0.064453
880000,4.059978,0.030762
890000,4.059978,0.033203
900000,4.059978,0.057617
910000,4.059978,0.068848
920000,4.059978,0.095215
930000,4.059978,0.095703
940000,4.059978,0.044434
950000,4.059978,0.020508
960000,4.059978,0.000000
970000,4.059978,-0.012207
980000,4.059978,0.032715
990000,4.059978,-0.004395
0,4.049978,-0.024902
10000,4.049978,0.003418
20000,4.049978,-0.024902
30000,4.049978,-0.014160
40000,4.049978,0.038086
50000,4.049978,0.016602
60000,4.049978,0.020996
70000,4.049978,0.028809
80000,4.049978,0.068848
90000,4.049978,0.025391
100000,4.049978,0.012207
110000,4.049978,0.005371
120000,4.049978,0.027344
130000,4.049978,0.037109
140000,4.049978,0.065430
150000,4.049978,0.053223
160000,4.049978,0.062988
170000,4.049978,0.064453
180000,4.049978,0.032227
190000,4.049978,0.000488
200000,4.049978,0.020996
210000,4.049978,0.005371
220000,4.049978,0.026367
230000,4.049978,-0.011230
240000,4.049978,-0.001465
250000,4.049978,0.041016
260000,4.049978,0.015137
270000,4.049978,0.045898
280000,4.049978,0.051758
290000,4.049978,0.069824
300000,4.049978,0.047363
310000,4.049978,0.023926
320000,4.049978,0.068848
330000,4.049978,0.069824
340000,4.049978,0.018555
350000,4.049978,-0.048340
360000,4.049978,-0.025391
370000,4.049978,0.010742
380000,4.049978,-0.013184
390000,4.049978,0.052734
400000,4.049978,0.006348
410000,4.049978,0.030273
420000,4.049978,-0.002441
430000,4.049978,0.023926
440000,4.049978,0.016602
450000,4.049978,-0.053711
460000,4.049978,0.018555
470000,4.049978,0.002441
480000,4.049978,-0.015625
490000,4.049978,0.010254
500000,4.049978,0.020020
510000,4.049978,0.000000
520000,4.049978,0.017578
530000,4.049978,0.077637
540000,4.049978,0.013672
550000,4.049978,0.034180
560000,4.049978,-0.022461
570000,4.049978,0.000977
580000,4.049978,-0.017578
590000,4.049978,0.047852
600000,4.049978,0.076172
610000,4.049978,0.070801
620000,4.049978,0.101562
630000,4.049978,0.078125
640000,4.049978,0.054688
650000,4.049978,0.040039
660000,4.049978,-0.010742
670000,4.049978,-0.007812
680000,4.049978,0.003418
690000,4.049978,0.000488
700000,4.049978,0.023438
710000,4.049978,0.028320
720000,4.049978,0.004395
730000,4.049978,0.033691
740000,4.049978,-0.000488
750000,4.049978,-0.005371
760000,4.049978,0.020996
770000,4.049978,0.019531
780000,4.049978,0.024902
790000,4.049978,-0.007812
800000,4.049978,0.020996
810000,4.049978,0.029785
820000,4.049978,-0.001953
830000,4.049978,0.058105
840000,4.049978,0.018066
850000,4.049978,0.024414
860000,4.049978,0.031738
870000,4.049978,-0.006836
880000,4.049978,0.037598
890000,4.049978,0.005371
900000,4.049978,0.031738
910000,4.049978,0.064453
920000,4.049978,0.036621
930000,4.049978,0.068359
940000,4.049978,0.081055
950000,4.049978,0.062500
960000,4.049978,0.090820
970000,4.049978,0.081055
980000,4.049978,0.072266
990000,4.049978,0.048828
0,4.039978,0.010742
10000,4.039978,0.026367
20000,4.039978,0.036621
30000,4.039978,0.035645
40000,4.039978,0.059082
50000,4.039978,0.048828
60000,4.039978,0.060059
70000,4.039978,0.044922
80000,4.039978,-0.001465
90000,4.039978,0.028320
100000,4.039978,0.052246
110000,4.039978,0.043945
120000,4.039978,-0.005859
130000,4.039978,0.022461
140000,4.039978,0.023926
150000,4.039978,0.006836
160000,4.039978,0.043945
170000,4.039978,0.010254
180000,4.039978,0.038086
190000,4.039978,0.047363
200000,4.039978,0.024414
210000,4.039978,0.005859
220000,4.039978,-0.019043
230000,4.039978,0.039062
240000,4.039978,0.062500
250000,4.039978,0.069824
260000,4.039978,0.028320
270000,4.039978,0.107910
280000,4.039978,0.051270
290000,4.039978,0.049316
300000,4.039978,0.078613
310000,4.039978,0.039062
320000,4.039978,0.044434
330000,4.039978,0.027832
340000,4.039978,0.011719
350000,4.039978,-0.009277
360000,4.039978,0.056152
370000,4.039978,0.059570
380000,4.039978,-0.000488
390000,4.039978,0.007324
400000,4.039978,0.021973
410000,4.039978,0.068359
420000,4.039978,0.046387
430000,4.039978,0.005371
440000,4.039978,-0.020508
450000,4.039978,0.042969
460000,4.039978,-0.010254
470000,4.039978,0.029297
480000,4.039978,0.036621
490000,4.039978,0.029297
500000,4.039978,-0.001465
510000,4.039978,-0.022949
520000,4.039978,-0.014648
530000,4.039978,0.006836
540000,4.039978,0.001465
550000,4.039978,0.021973
560000,4.039978,0.074707
570000,4.039978,0.064453
580000,4.039978,0.043457
590000,4.039978,0.020020
600000,4.039978,-0.012207
610000,4.039978,0.017578
620000,4.039978,0.010254
630000,4.039978,0.003906
640000,4.039978,0.026855
650000,4.039978,0.044922
660000,4.039978,-0.041016
670000,4.039978,0.043945
680000,4.039978,0.007324
690000,4.039978,-0.007812
700000,4.039978,-0.044922
710000,4.039978,-0.005371
720000,4.039978,-0.012695
730000,4.039978,0.081055
740000,4.039978,0.059570
750000,4.039978,0.041504
760000,4.039978,0.035645
770000,4.039978,0.061523
780000,4.039978,0.042480
790000,4.039978,0.067383
800000,4.039978,0.032715
810000,4.039978,0.032227
820000,4.039978,0.038086
830000,4.039978,0.019043
840000,4.039978,0.037109
850000,4.039978,0.002441
860000,4.039978,0.000488
870000,4.039978,0.028809
880000,4.039978,0.008301
890000,4.039978,-0.010742
900000,4.039978,-0.008789
910000,4.039978,-0.017090
920000,4.039978,0.030762
930000,4.039978,0.043457
940000,4.039978,0.033691
950000,4.039978,-0.018066
960000,4.039978,-0.010254
970000,4.039978,0.051758
980000,4.039978,0.021484
990000,4.039978,0.032227
0,4.029978,0.032715
10000,4.029978,0.014648
20000,4.029978,0.013672
30000,4.029978,0.017578
40000,4.029978,0.019043
50000,4.029978,0.049316
60000,4.029978,0.070801
70000,4.029978,0.049316
80000,4.029978,0.018066
90000,4.029978,-0.029297
100000,4.029978,-0.007812
110000,4.029978,0.048340
120000,4.029978,0.039551
130000,4.029978,0.030762
140000,4.029978,0.012207
150000,4.029978,-0.025391
160000,4.029978,0.001953
170000,4.029978,-0.036133
180000,4.029978,0.031738
190000,4.029978,0.048828
200000,4.029978,0.026367
210000,4.029978,-0.042969
220000,4.029978,-0.011719
230000,4.029978,0.022461
240000,4.029978,-0.027832
250000,4.029978,-0.015625
260000,4.029978,0.002930
270000,4.029978,0.005371
280000,4.029978,0.020996
290000,4.029978,0.001953
300000,4.029978,0.030273
310000,4.029978,0.040527
320000,4.029978,-0.017578
330000,4.029978,-0.011230
340000,4.029978,0.006348
350000,4.029978,0.027832
360000,4.029978,-0.004395
370000,4.029978,-0.000977
380000,4.029978,0.018555
390000,4.029978,-0.015625
400000,4.029978,0.052246
410000,4.029978,0.053711
420000,4.029978,0.037109
430000,4.029978,0.000488
440000,4.029978,0.018066
450000,4.029978,-0.017578
460000,4.029978,-0.048828
470000,4.029978,-0.017578
480000,4.029978,0.033203
490000,4.029978,0.050293
500000,4.029978,0.054688
510000,4.029978,0.025879
520000,4.029978,0.018066
530000,4.029978,0.035156
540000,4.029978,0.045898
550000,4.029978,0.041016
560000,4.029978,0.004395
570000,4.029978,0.000977
580000,4.029978,-0.000488
590000,4.029978,-0.009277
600000,4.029978,-0.004395
610000,4.029978,0.037109
620000,4.029978,0.017090
630000,4.029978,0.023926
640000,4.029978,0.038574
650000,4.029978,0.048828
660000,4.029978,0.073730
670000,4.029978,0.020020
680000,4.029978,-0.000488
690000,4.029978,-0.023438
700000,4.029978,0.045898
710000,4.029978,0.064941
720000,4.029978,0.055176
730000,4.029978,0.028809
740000,4.029978,0.054688
750000,4.029978,0.027344
760000,4.029978,0.023926
770000,4.029978,0.082031
780000,4.029978,0.068848
790000,4.029978,0.037598
800000,4.029978,0.050293
810000,4.029978,0.039062
820000,4.029978,0.043945
830000,4.029978,0.025879
840000,4.029978,-0.004395
850000,4.029978,-0.015625
860000,4.029978,-0.022949
870000,4.029978,-0.037109
880000,4.029978,-0.002930
890000,4.029978,-0.002441
900000,4.029978,0.006348
910000,4.029978,-0.021973
920000,4.029978,0.004395
930000,4.029978,-0.005371
940000,4.029978,0.002930
950000,4.029978,0.013184
960000,4.029978,-0.000488
970000,4.029978,0.049805
980000,4.029978,0.061035
990000,4.029978,0.003906
0,4.019978,-0.015625
10000,4.019978,0.065918
20000,4.019978,0.065918
30000,4.019978,0.041992
40000,4.019978,0.000488
50000,4.019978,0.032715
60000,4.019978,0.054199
70000,4.019978,0.012207
80000,4.019978,0.043945
90000,4.019978,0.024414
100000,4.019978,0.061035
110000,4.019978,0.035156
120000,4.019978,-0.008789
130000,4.019978,0.009277
140000,4.019978,0.059570
150000,4.019978,0.005859
160000,4.019978,0.061035
170000,4.019978,0.037598
180000,4.019978,-0.005859
190000,4.019978,0.030762
200000,4.019978,0.035156
210000,4.019978,0.036621
220000,4.019978,0.026855
230000,4.019978,-0.007812
240000,4.019978,-0.010742
250000,4.019978,-0.002930
260000,4.019978,0.000000
270000,4.019978,-0.006836
280000,4.019978,0.027344
290000,4.019978,0.017090
300000,4.019978,0.028809
310000,4.019978,0.033691
320000,4.019978,-0.008789
330000,4.019978,-0.026855
340000,4.019978,0.034668
350000,4.019978,0.008789
360000,4.019978,0.019531
370000,4.019978,0.002930
380000,4.019978,0.039062
390000,4.019978,0.049805
400000,4.019978,0.031250
410000,4.019978,0.037109
420000,4.019978,0.008301
430000,4.019978,0.029785
440000,4.019978,0.033691
450000,4.019978,0.001953
460000,4.019978,0.027832
470000,4.019978,0.040527
480000,4.019978,-0.011719
490000,4.019978,-0.004883
500000,4.019978,-0.009766
510000,4.019978,0.043457
520000,4.019978,0.033691
530000,4.019978,0.019043
540000,4.019978,0.015137
550000,4.019978,0.025879
560000,4.019978,0.041992
570000,4.019978,0.016602
580000,4.019978,0.058594
590000,4.019978,0.009766
600000,4.019978,0.021973
610000,4.019978,0.029785
620000,4.019978,0.029785
630000,4.019978,0.044434
640000,4.019978,0.054688
650000,4.019978,0.019043
660000,4.019978,0.029297
670000,4.019978,0.017578
680000,4.019978,0.082031
690000,4.019978,0.031738
700000,4.019978,0.036621
710000,4.019978,0.010742
720000,4.019978,0.005859
730000,4.019978,-0.018066
740000,4.019978,0.007324
750000,4.019978,0.010742
760000,4.019978,0.012207
770000,4.019978,0.022461
780000,4.019978,0.017578
790000,4.019978,0.030273
800000,4.019978,0.042480
810000,4.019978,0.045410
820000,4.019978,0.075195
830000,4.019978,0.070312
840000,4.019978,0.005859
850000,4.019978,0.038574
860000,4.019978,-0.005859
870000,4.019978,-0.010254
880000,4.019978,-0.000488
890000,4.019978,-0.008789
900000,4.019978,-0.048828
910000,4.019978,-0.068359
920000,4.019978,-0.016602
930000,4.019978,-0.004883
940000,4.019978,-0.013184
950000,4.019978,0.034180
960000,4.019978,0.058105
970000,4.019978,0.055176
980000,4.019978,0.051270
990000,4.019978,0.034180
0,4.009977,-0.010254
10000,4.009977,0.034668
20000,4.009977,0.077148
30000,4.009977,0.046387
40000,4.009977,0.005371
50000,4.009977,-0.005371
60000,4.009977,-0.015625
70000,4.009977,-0.009766
80000,4.009977,-0.007324
90000,4.009977,0.020508
100000,4.009977,-0.020020
110000,4.009977,0.048828
120000,4.009977,0.040039
130000,4.009977,0.012695
140000,4.009977,-0.001953
150000,4.009977,-0.021484
160000,4.009977,0.009277
170000,4.009977,0.059570
180000,4.009977,0.109375
190000,4.009977,0.084961
200000,4.009977,0.033203
210000,4.009977,-0.016602
220000,4.009977,-0.026855
230000,4.009977,0.012695
240000,4.009977,0.021484
250000,4.009977,-0.009277
260000,4.009977,0.004395
270000,4.009977,-0.022949
280000,4.009977,-0.019531
290000,4.009977,-0.069336
300000,4.009977,-0.016602
310000,4.009977,-0.007812
320000,4.009977,0.015137
330000,4.009977,0.049805
340000,4.009977,0.025879
350000,4.009977,0.054688
360000,4.009977,0.051270
370000,4.009977,0.024902
380000,4.009977,0.020508
390000,4.009977,-0.010742
400000,4.009977,0.030273
410000,4.009977,0.019531
420000,4.009977,0.026367
430000,4.009977,0.027344
440000,4.009977,0.021973
450000,4.009977,0.044922
460000,4.009977,0.005859
470000,4.009977,-0.018555
480000,4.009977,-0.037109
490000,4.009977,0.020508
500000,4.009977,0.040527
510000,4.009977,0.043457
520000,4.009977,0.013184
530000,4.009977,-0.001953
540000,4.009977,0.011719
550000,4.009977,0.044434
560000,4.009977,0.005371
570000,4.009977,-0.024902
580000,4.009977,0.013672
590000,4.009977,-0.013184
600000,4.009977,-0.013672
610000,4.009977,-0.053223
620000,4.009977,-0.054688
630000,4.009977,0.022949
640000,4.009977,0.019043
650000,4.009977,-0.020020
660000,4.009977,-0.008301
670000,4.009977,0.040039
680000,4.009977,0.014160
690000,4.009977,0.085449
700000,4.009977,0.011719
710000,4.009977,0.001953
720000,4.009977,-0.015625
730000,4.009977,-0.006836
740000,4.009977,0.016113
750000,4.009977,0.043457
760000,4.009977,0.059570
770000,4.009977,0.002930
780000,4.009977,0.013672
790000,4.009977,0.015625
800000,4.009977,0.007812
810000,4.009977,-0.002441
820000,4.009977,0.020020
830000,4.009977,0.043945
840000,4.009977,0.066406
850000,4.009977,0.091797
860000,4.009977,0.063477
870000,4.009977,0.006348
880000,4.009977,-0.039062
890000,4.009977,-0.049316
900000,4.009977,-0.029785
910000,4.009977,-0.004883
920000,4.009977,-0.013672
930000,4.009977,0.009766
940000,4.009977,0.042480
950000,4.009977,0.053223
960000,4.009977,0.020508
970000,4.009977,0.001953
980000,4.009977,0.029297
990000,4.009977,-0.005859
0,3.999977,-0.026367
10000,3.999977,-0.023438
20000,3.999977,0.021484
30000,3.999977,0.007812
40000,3.999977,0.017578
50000,3.999977,0.024902
60000,3.999977,0.032715
70000,3.999977,0.060547
80000,3.999977,0.043945
90000,3.999977,0.058105
100000,3.999977,0.069824
110000,3.999977,0.098633
120000,3.999977,0.104492
130000,3.999977,0.037598
140000,3.999977,0.030273
150000,3.999977,-0.012695
160000,3.999977,0.050293
170000,3.999977,0.038574
180000,3.999977,0.051758
190000,3.999977,0.052246
200000,3.999977,0.111328
210000,3.999977,0.087891
220000,3.999977,-0.003418
230000,3.999977,0.008789
240000,3.999977,0.045410
250000,3.999977,0.067383
260000,3.999977,0.012695
270000,3.999977,-0.013672
280000,3.999977,-0.062988
290000,3.999977,-0.014648
300000,3.999977,-0.005859
310000,3.999977,-0.025879
320000,3.999977,0.019531
330000,3.999977,0.033203
340000,3.999977,0.014648
350000,3.999977,0.002441
360000,3.999977,0.020020
370000,3.999977,0.041992
380000,3.999977,0.019043
390000,3.999977,0.034180
400000,3.999977,0.001465
410000,3.999977,-0.003906
420000,3.999977,0.020508
430000,3.999977,0.079590
440000,3.999977,0.015137
450000,3.999977,0.016602
460000,3.999977,0.023438
470000,3.999977,-0.015625
480000,3.999977,0.027344
490000,3.999977,0.007812
500000,3.999977,-0.002441
510000,3.999977,-0.009277
520000,3.999977,-0.003418
530000,3.999977,0.021484
540000,3.999977,0.014648
550000,3.999977,0.044922
560000,3.999977,0.065430
570000,3.999977,0.027832
580000,3.999977,0.019531
590000,3.999977,0.031738
600000,3.999977,0.060059
610000,3.999977,0.034180
620000,3.999977,0.007812
630000,3.999977,0.008301
640000,3.999977,0.041992
650000,3.999977,0.004395
660000,3.999977,-0.017578
670000,3.999977,-0.000488
680000,3.999977,0.051270
690000,3.999977,0.049316
700000,3.999977,0.024414
710000,3.999977,0.030273
720000,3.999977,0.039551
730000,3.999977,-0.024414
740000,3.999977,-0.027344
750000,3.999977,0.001465
760000,3.999977,-0.024414
770000,3.999977,-0.006836
780000,3.999977,-0.059082
790000,3.999977,0.047363
800000,3.999977,-0.022461
810000,3.999977,0.028320
820000,3.999977,0.050293
830000,3.999977,0.033691
840000,3.999977,0.008789
850000,3.999977,0.047363
860000,3.999977,0.042969
870000,3.999977,0.101562
880000,3.999977,0.016602
890000,3.999977,-0.023438
900000,3.999977,-0.013672
910000,3.999977,-0.026367
920000,3.999977,0.027344
930000,3.999977,0.028809
940000,3.999977,0.022461
950000,3.999977,0.030273
960000,3.999977,-0.003906
970000,3.999977,0.012695
980000,3.999977,-0.005859
990000,3.999977,0.001953
0,3.989977,0.018555
10000,3.989977,0.022461
20000,3.989977,0.010742
30000,3.989977,-0.015625
40000,3.989977,-0.008301
50000,3.989977,0.044434
60000,3.989977,0.025879
70000,3.989977,0.020508
80000,3.989977,-0.000488
90000,3.989977,0.043457
100000,3.989977,0.033691
110000,3.989977,0.014648
120000,3.989977,0.007324
130000,3.989977,-0.009277
140000,3.989977,0.000977
150000,3.989977,0.043457
160000,3.989977,0.009277
170000,3.989977,0.020996
180000,3.989977,0.034180
190000,3.989977,-0.020020
200000,3.989977,0.021973
210000,3.989977,-0.012207
220000,3.989977,-0.023926
230000,3.989977,0.041504
240000,3.989977,0.028809
250000,3.989977,0.032227
260000,3.989977,0.031738
270000,3.989977,0.017090
280000,3.989977,0.037109
290000,3.989977,0.004883
300000,3.989977,0.034180
310000,3.989977,0.040039
320000,3.989977,0.076660
330000,3.989977,0.015625
340000,3.989977,0.021973
350000,3.989977,0.061035
360000,3.989977,0.083496
370000,3.989977,0.051270
380000,3.989977,-0.024902
390000,3.989977,0.041504
400000,3.989977,0.030273
410000,3.989977,0.038086
420000,3.989977,0.026367
430000,3.989977,0.049316
440000,3.989977,0.056641
450000,3.989977,0.052734
460000,3.989977,0.061035
470000,3.989977,0.036621
480000,3.989977,0.016602
490000,3.989977,0.022461
500000,3.989977,0.022461
510000,3.989977,0.023926
520000,3.989977,0.068359
530000,3.989977,0.018555
540000,3.989977,0.060059
550000,3.989977,0.086914
560000,3.989977,0.074219
570000,3.989977,0.062988
580000,3.989977,0.045410
590000,3.989977,0.021973
600000,3.989977,0.009766
610000,3.989977,0.028320
620000,3.989977,0.026855
630000,3.989977,0.024902
640000,3.989977,0.066406
650000,3.989977,0.061523
660000,3.989977,0.025879
670000,3.989977,0.015625
680000,3.989977,0.089355
690000,3.989977,0.075195
700000,3.989977,0.026367
710000,3.989977,-0.015137
720000,3.989977,-0.019043
730000,3.989977,0.011719
740000,3.989977,-0.003418
750000,3.989977,0.009277
760000,3.989977,-0.001465
770000,3.989977,-0.001465
780000,3.989977,-0.032227
790000,3.989977,0.003418
800000,3.989977,0.041992
810000,3.989977,0.048828
820000,3.989977,0.045410
830000,3.989977,0.011719
840000,3.989977,-0.007324
850000,3.989977,0.018066
860000,3.989977,-0.006348
870000,3.989977,0.025879
880000,3.989977,0.051270
890000,3.989977,0.047363
900000,3.989977,0.024902
910000,3.989977,0.052246
920000,3.989977,0.047852
930000,3.989977,-0.013184
940000,3.989977,-0.018066
950000,3.989977,0.020508
960000,3.989977,0.039551
970000,3.989977,-0.006348
980000,3.989977,-0.021973
990000,3.989977,0.062500
0,3.979977,0.040039
10000,3.979977,0.013184
20000,3.979977,0.020996
30000,3.979977,-0.012695
40000,3.979977,0.004395
50000,3.979977,0.032715
60000,3.979977,-0.020508
70000,3.979977,0.037598
80000,3.979977,0.000977
90000,3.979977,0.029785
100000,3.979977,0.062500
110000,3.979977,0.034668
120000,3.979977,-0.022461
130000,3.979977,0.047852
140000,3.979977,0.048828
150000,3.979977,0.013672
160000,3.979977,-0.026367
170000,3.979977,0.020996
180000,3.979977,0.035156
190000,3.979977,0.018555
200000,3.979977,-0.009277
210000,3.979977,-0.017090
220000,3.979977,0.064453
230000,3.979977,0.060547
240000,3.979977,0.021973
250000,3.979977,0.056152
260000,3.979977,0.055176
270000,3.979977,0.040527
280000,3.979977,0.017578
290000,3.979977,-0.013184
300000,3.979977,-0.016113
310000,3.979977,-0.002930
320000,3.979977,-0.011719
330000,3.979977,0.044922
340000,3.979977,0.034668
350000,3.979977,-0.005859
360000,3.979977,-0.021484
370000,3.979977,-0.013184
380000,3.979977,-0.000977
390000,3.979977,0.034180
400000,3.979977,0.027832
410000,3.979977,0.046875
420000,3.979977,0.072266
430000,3.979977,0.044434
440000,3.979977,0.036133
450000,3.979977,0.020508
460000,3.979977,0.055664
470000,3.979977,0.010742
480000,3.979977,0.012207
490000,3.979977,0.003906
500000,3.979977,0.034180
510000,3.979977,0.079590
520000,3.979977,0.096680
530000,3.979977,0.064453
540000,3.979977,0.050293
550000,3.979977,0.016602
560000,3.979977,-0.004395
570000,3.979977,-0.028320
580000,3.979977,-0.036133
590000,3.979977,-0.040039
600000,3.979977,-0.010742
610000,3.979977,-0.014648
620000,3.979977,-0.024902
630000,3.979977,-0.008789
640000,3.979977,0.012207
650000,3.979977,0.027832
660000,3.979977,0.041504
670000,3.979977,-0.006836
680000,3.979977,0.048340
690000,3.979977,0.071777
700000,3.979977,0.058105
710000,3.979977,0.093750
720000,3.979977,0.022461
730000,3.979977,-0.039062
740000,3.979977,-0.004883
750000,3.979977,-0.069824
760000,3.979977,-0.008789
770000,3.979977,0.011230
780000,3.979977,0.020996
790000,3.979977,0.005371
800000,3.979977,0.042969
810000,3.979977,-0.023438
820000,3.979977,-0.026855
830000,3.979977,-0.021484
840000,3.979977,0.012207
850000,3.979977,0.032715
860000,3.979977,-0.009766
870000,3.979977,-0.022461
880000,3.979977,-0.038574
890000,3.979977,0.023926
900000,3.979977,-0.005859
910000,3.979977,0.038574
920000,3.979977,0.034180
930000,3.979977,0.024414
940000,3.979977,0.013672
950000,3.979977,-0.007812
960000,3.979977,0.038574
970000,3.979977,0.020020
980000,3.979977,0.006348
990000,3.979977,-0.009277
0,3.969977,-0.010254
10000,3.969977,0.023438
20000,3.969977,-0.001953
30000,3.969977,0.001465
40000,3.969977,-0.005371
50000,3.969977,0.016113
60000,3.969977,0.017090
70000,3.969977,-0.019043
80000,3.969977,0.006348
90000,3.969977,0.012695
100000,3.969977,0.038574
110000,3.969977,0.048340
120000,3.969977,0.015137
130000,3.969977,0.070312
140000,3.969977,0.045410
150000,3.969977,0.030273
160000,3.969977,0.001465
170000,3.969977,0.053223
180000,3.969977,0.020020
190000,3.969977,0.024902
200000,3.969977,0.032715
210000,3.969977,0.036133
220000,3.969977,0.042480
230000,3.969977,0.015137
240000,3.969977,0.039062
250000,3.969977,0.064941
260000,3.969977,0.006836
270000,3.969977,0.062012
280000,3.969977,0.013184
290000,3.969977,0.056152
300000,3.969977,0.024902
310000,3.969977,0.019531
320000,3.969977,-0.028809
330000,3.969977,-0.045898
340000,3.969977,-0.025391
350000,3.969977,-0.035156
360000,3.969977,-0.019043
370000,3.969977,-0.009766
380000,3.969977,0.013672
390000,3.969977,0.035156
400000,3.969977,0.023438
410000,3.969977,0.035156
420000,3.969977,0.034180
430000,3.969977,0.020996
440000,3.969977,0.021484
450000,3.969977,0.074219
460000,3.969977,0.025391
470000,3.969977,0.007324
480000,3.969977,-0.042969
490000,3.969977,-0.014648
500000,3.969977,0.002930
510000,3.969977,0.009277
520000,3.969977,-0.011230
530000,3.969977,-0.021973
540000,3.969977,-0.038086
550000,3.969977,0.019043
560000,3.969977,0.020996
570000,3.969977,-0.018555
580000,3.969977,0.034668
590000,3.969977,0.029785
600000,3.969977,0.067871
610000,3.969977,0.063477
620000,3.969977,0.026367
630000,3.969977,-0.005371
640000,3.969977,0.020020
650000,3.969977,0.027344
660000,3.969977,0.041992
670000,3.969977,0.021484
680000,3.969977,0.002441
690000,3.969977,-0.047852
700000,3.969977,-0.042969
710000,3.969977,-0.040039
720000,3.969977,0.019043
730000,3.969977,0.021973
740000,3.969977,0.033203
750000,3.969977,-0.006348
760000,3.969977,0.005371
770000,3.969977,0.022461
780000,3.969977,0.010254
790000,3.969977,0.002441
800000,3.969977,0.021484
810000,3.969977,0.042480
820000,3.969977,0.046875
830000,3.969977,0.000488
840000,3.969977,0.019043
850000,3.969977,0.039062
860000,3.969977,0.002441
870000,3.969977,-0.018066
880000,3.969977,-0.006836
890000,3.969977,-0.002441
900000,3.969977,0.030762
910000,3.969977,0.035156
920000,3.969977,0.073242
930000,3.969977,0.058105
940000,3.969977,-0.041992
950000,3.969977,0.004883
960000,3.969977,0.039062
970000,3.969977,0.057129
980000,3.969977,0.045410
990000,3.969977,0.040039
0,3.959977,0.014160
10000,3.959977,0.000000
20000,3.959977,0.013184
30000,3.959977,0.073242
40000,3.959977,0.044434
50000,3.959977,0.019043
60000,3.959977,0.048340
70000,3.959977,0.068848
80000,3.959977,0.119141
90000,3.959977,0.038086
100000,3.959977,0.040527
110000,3.959977,0.009766
120000,3.959977,-0.038574
130000,3.959977,0.000977
140000,3.959977,-0.006348
150000,3.959977,-0.007812
160000,3.959977,0.046875
170000,3.959977,0.040039
180000,3.959977,0.046387
190000,3.959977,0.032715
200000,3.959977,0.017578
210000,3.959977,0.011719
220000,3.959977,0.018066
230000,3.959977,0.026367
240000,3.959977,0.028809
250000,3.959977,0.008789
260000,3.959977,0.022461
270000,3.959977,0.056641
280000,3.959977,0.073730
290000,3.959977,0.038574
300000,3.959977,0.064453
310000,3.959977,0.024902
320000,3.959977,0.044434
330000,3.959977,0.005371
340000,3.959977,0.060059
350000,3.959977,0.066406
360000,3.959977,0.017578
370000,3.959977,0.056152
380000,3.959977,0.038086
390000,3.959977,0.028809
400000,3.959977,0.003906
410000,3.959977,0.048828
420000,3.959977,0.003906
430000,3.959977,-0.000488
440000,3.959977,0.048828
450000,3.959977,0.018555
460000,3.959977,0.010742
470000,3.959977,0.018555
480000,3.959977,0.059570
490000,3.959977,0.041504
500000,3.959977,0.009277
510000,3.959977,0.034668
520000,3.959977,0.056152
530000,3.959977,0.065918
540000,3.959977,0.067383
550000,3.959977,0.042480
560000,3.959977,0.017090
570000,3.959977,0.040039
580000,3.959977,0.020508
590000,3.959977,0.024902
600000,3.959977,0.006348
610000,3.959977,-0.012207
620000,3.959977,0.032227
630000,3.959977,0.015625
640000,3.959977,0.030762
650000,3.959977,0.040527
660000,3.959977,0.060059
670000,3.959977,0.055176
680000,3.959977,-0.012207
690000,3.959977,-0.003906
700000,3.959977,-0.025879
710000,3.959977,0.022949
720000,3.959977,0.018066
730000,3.959977,0.084473
740000,3.959977,-0.017090
750000,3.959977,0.006836
760000,3.959977,-0.000977
770000,3.959977,-0.001465
780000,3.959977,0.040527
790000,3.959977,-0.004395
800000,3.959977,-0.015625
810000,3.959977,0.006836
820000,3.959977,-0.015137
830000,3.959977,-0.040527
840000,3.959977,-0.022461
850000,3.959977,0.040039
860000,3.959977,0.012207
870000,3.959977,0.042969
880000,3.959977,0.064941
890000,3.959977,0.047363
900000,3.959977,0.101074
910000,3.959977,0.075195
920000,3.959977,0.058105
930000,3.959977,-0.007812
940000,3.959977,0.001953
950000,3.959977,-0.043457
960000,3.959977,0.022949
970000,3.959977,0.000488
980000,3.959977,-0.021484
990000,3.959977,0.018555
0,3.949977,0.038086
10000,3.949977,0.069336
20000,3.949977,0.110840
30000,3.949977,0.033691
40000,3.949977,0.000977
50000,3.949977,-0.016113
60000,3.949977,-0.016602
70000,3.949977,-0.015137
80000,3.949977,-0.038086
90000,3.949977,-0.011230
100000,3.949977,-0.040527
110000,3.949977,-0.040527
